,T. sp. A48,T. SL0000003,descriptions
IPR023416,3,1,Transthyretin/hydroxyisourate hydrolase domain
IPR023418,3,1,"Transthyretin, thyroxine binding site"
IPR036778,2,1,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase superfamily
IPR036817,3,1,Transthyretin/hydroxyisourate hydrolase domain superfamily
IPR044520,1,1,ADP-ribosylation factor GTPase-activating protein AGD5/15
IPR005710,1,1,"Ribosomal protein S4/S9, eukaryotic/archaeal"
IPR018079,2,2,"Ribosomal protein S4, conserved site"
IPR021414,1,1,Protein of unknown function DUF3054
IPR034920,1,0,
IPR002744,2,1,MIP18 family-like
IPR038492,1,1,"GBBH-like, N-terminal domain superfamily"
IPR016494,2,2,5'-3' exoribonuclease 1
IPR040992,1,1,"5'-3' exoribonuclease 1, D1 domain"
IPR041385,1,1,"5'-3' exoribonuclease 1, SH3-like domain"
IPR010292,1,1,Uncharacterised protein family CreA
IPR005691,1,1,Chloroplast protein import component Tic20
IPR041094,1,1,"Brr2, N-terminal helicase PWI domain"
IPR008884,1,0,Macrocin-O-methyltransferase
IPR011899,2,1,"Glutaredoxin, eukaryotic/virial"
IPR007857,1,0,Protein arginine N-methyltransferase PRMT5
IPR035075,1,1,PRMT5 arginine-N-methyltransferase
IPR035247,1,1,"PRMT5, TIM barrel domain"
IPR035248,1,1,"PRMT5, oligomerisation domain"
IPR044259,1,1,Peptidyl-prolyl cis-trans isomerase CYP37-like
IPR020552,1,1,"Inositol monophosphatase, lithium-sensitive"
IPR038844,1,1,Cilia- and flagella-associated protein 157
IPR006869,2,2,Domain of unknown function DUF547
IPR045118,1,0,F-box only protein FBXO9/FBXO48
IPR020936,1,1,tRNA uridine(34) hydroxylase
IPR022111,1,1,"Rhodanase, C-terminal"
IPR040503,1,1,"tRNA uridine(34) hydroxylase, N-terminal"
IPR031437,1,1,"Transmembrane protein family 132, middle domain"
IPR032818,1,0,DedA family
IPR001381,2,1,3-dehydroquinate dehydratase type I
IPR013708,2,1,"Shikimate dehydrogenase substrate binding, N-terminal"
IPR022893,2,1,Shikimate dehydrogenase family
IPR041121,2,1,"SDH, C-terminal"
IPR004854,2,2,Ubiquitin fusion degradation protein Ufd1-like
IPR042299,2,1,"Ufd1-like, Nn domain"
IPR004574,1,1,Alkylated DNA repair protein AlkB
IPR007466,1,1,"Peptidyl-arginine deiminase, Porphyromonas-type"
IPR017754,1,1,Agmatine deiminase
IPR012955,2,2,"CASP, C-terminal"
IPR007011,1,0,"Late embryogenesis abundant protein, SMP subgroup domain"
IPR008962,2,2,PapD-like superfamily
IPR003738,1,1,SOS response associated peptidase (SRAP)
IPR036590,1,1,SOS response associated peptidase-like
IPR039730,1,1,Jlp2/Ccd25
IPR044569,1,1,Protein disulfide-isomerase A6-like
IPR003545,1,1,Telomerase reverse transcriptase
IPR021891,1,1,Telomerase ribonucleoprotein complex - RNA-binding domain
IPR031781,1,1,SF3A2 domain
IPR007528,3,1,RINT-1/Tip20
IPR002791,2,2,"Damage-control phosphatase ARMT1-like, metal-binding domain"
IPR004567,2,2,Type II pantothenate kinase
IPR035073,2,1,"At2g17340, three-helix bundle domain"
IPR036075,2,2,"Damage-control phosphatase ARMT1-like, metal-binding domain superfamily"
IPR010621,1,1,Domain of unknown function DUF1214
IPR010679,1,1,Domain of unknown function DUF1254
IPR037049,1,1,"Domain of unknown function DUF1214, C-terminal domain superfamily"
IPR037050,1,1,Domain of unknown function DUF1254 superfamily
IPR036575,3,3,"Transcription elongation factor S-II, central domain superfamily"
IPR019393,1,2,"WASH complex, subunit strumpellin"
IPR006519,2,2,"Ribosomal protein L11, bacterial-type"
IPR022192,1,1,"Mitochondrial degradasome RNA helicase subunit, C-terminal domain"
IPR041082,1,1,"Suv3, C-terminal domain 1"
IPR044774,1,1,"Suv3, DEXQ-box helicase domain"
IPR019324,1,1,M-phase phosphoprotein 6
IPR019269,1,0,"Biogenesis of lysosome-related organelles complex-1, subunit 2"
IPR044992,2,2,Glutamine amidotransferase domain containing protein ChyE-like
IPR037431,1,1,"RNA exonuclease 4, DEDDh 3'-5' exonuclease domain"
IPR003100,2,2,PAZ domain
IPR003165,1,1,Piwi domain
IPR014811,1,1,"Argonaute, linker 1 domain"
IPR032472,1,0,Argonaute linker 2 domain
IPR032474,1,1,"Protein argonaute, N-terminal"
IPR036085,1,1,PAZ domain superfamily
IPR010290,1,1,Transmembrane secretion effector
IPR015865,2,2,"Riboflavin kinase domain, bacterial/eukaryotic"
IPR023465,2,2,Riboflavin kinase domain superfamily
IPR023468,2,2,Riboflavin kinase
IPR038961,1,1,Protein PEP-related development arrested 1
IPR006802,1,1,Radial spokehead-like protein
IPR011430,1,1,"U3 small nucleolar RNA-associated protein 20, N-terminal"
IPR004457,1,1,"Zinc finger, ZPR1-type"
IPR040141,1,1,ZPR1 family
IPR042451,1,1,"ZPR1, A/B domain"
IPR042452,1,1,"ZPR1, zinc finger domain"
IPR002142,2,4,Peptidase S49
IPR004635,2,1,"Peptidase S49, SppA"
IPR001044,1,1,"XPG/Rad2 endonuclease, eukaryotes"
IPR008918,4,3,"Helix-hairpin-helix motif, class 2"
IPR032847,1,1,Pre-mRNA-processing factor 17
IPR004810,1,1,Formyltetrahydrofolate deformylase
IPR041729,1,1,"Formyltetrahydrofolate deformylase, C-terminal hydrolase domain"
IPR044074,1,1,"Formyltetrahydrofolate deformylase, ACT domain"
IPR019008,1,1,"ER membrane protein complex subunit 7, beta-sandwich domain"
IPR039163,1,1,ER membrane protein complex subunit 7
IPR007946,2,1,"A1 cistron-splicing factor, AAR2"
IPR033647,2,1,"AAR2, N-terminal"
IPR033648,2,1,"AAR2, C-terminal"
IPR038514,2,1,"AAR2, C-terminal domain superfamily"
IPR038516,2,1,"AAR2, N-terminal domain superfamily"
IPR027520,1,0,Structure-specific endonuclease subunit Slx1
IPR021487,1,1,Protein of unknown function DUF3140
IPR027917,1,0,Small integral membrane protein 20
IPR003812,4,0,Fido domain
IPR036597,4,1,Fido-like domain superfamily
IPR040198,4,0,Fido domain-containing protein
IPR013923,1,1,Autophagy-related protein 16 domain
IPR005497,1,0,"Cytochrome b6-f complex, subunit 8"
IPR036143,1,0,"Cytochrome b6-f complex, subunit 8 superfamily"
IPR013885,1,0,"Protein of unknown function DUF1764, eukaryotic"
IPR026822,1,1,"Spp2/MOS2, G-patch domain"
IPR041994,1,1,"G-patch domain and KOW motifs-containing protein, KOW 2"
IPR019128,2,1,Sister chromatid cohesion protein Dcc1
IPR034183,1,1,Isovaleryl-CoA dehydrogenase
IPR014816,1,1,tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
IPR007497,2,1,Interleukin-1 receptor-associated kinase 1-binding protein 1/DUF541
IPR037856,3,2,Sdc1/DPY30
IPR013940,1,0,Meiosis specific protein Spo22/ZIP4/TEX11
IPR018955,4,2,"Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal"
IPR036784,4,2,"Alpha-ketoacid/pyruvate dehydrogenase kinase, N-terminal domain superfamily"
IPR039028,4,1,PDK/BCKDK protein kinase
IPR004131,1,1,Pyrophosphate-energised proton pump
IPR045018,1,1,Azaguanine-like transporters
IPR033192,1,1,Outer dynein arm-docking complex subunit 3
IPR009836,1,1,Glycine-rich domain-containing protein-like
IPR027084,1,1,"Protein kinase Mps1 family, catalytic domain"
IPR009445,1,1,TMEM85/ER membrane protein complex subunit 4
IPR006545,1,1,EYA domain
IPR028472,1,1,Eyes absent family
IPR038102,1,1,EYA domain superfamily
IPR005160,4,1,Ku70/Ku80 C-terminal arm
IPR006165,4,1,Ku70
IPR027388,4,1,"Ku70, bridge and pillars domain superfamily"
IPR013798,2,2,Indole-3-glycerol phosphate synthase domain
IPR014947,1,1,Protein of unknown function DUF1818
IPR030300,1,1,"Signal recognition particle 43kDa protein, chromodomain 3"
IPR015362,1,1,"WIBG, Mago-binding"
IPR036348,1,1,"WIBG, N-terminal domain superfamily"
IPR039333,1,1,Partner of Y14 and mago
IPR030511,1,1,Tetratricopeptide repeat protein 26
IPR000634,1,1,"Serine/threonine dehydratase, pyridoxal-phosphate-binding site"
IPR001721,1,1,"Threonine dehydratase, ACT-like domain"
IPR005787,1,1,"Threonine dehydratase, biosynthetic"
IPR038110,1,1,"Threonine dehydratase, ACT-like domain superfamily"
IPR032751,1,1,Protein fuseless
IPR004327,2,1,"Phosphotyrosyl phosphatase activator, PTPA"
IPR037218,2,1,PTPA superfamily
IPR043170,2,1,"Phosphotyrosyl phosphatase activator, C-terminal lid domain"
IPR005282,1,1,Lysosomal cystine transporter
IPR027951,1,1,"Nucleolus and neural progenitor protein-like, N-terminal domain"
IPR039694,1,1,WD repeat-containing protein 11
IPR019009,1,0,"Signal recognition particle receptor, beta subunit"
IPR033034,1,0,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
IPR034653,1,0,"SPF45, RNA recognition motif"
IPR040052,1,0,Splicing factor 45
IPR002195,2,0,"Dihydroorotase, conserved site"
IPR004721,2,0,Dihydroorotase homodimeric type
IPR033859,1,0,COP9 signalosome subunit 6
IPR003772,1,0,Large ribosomal RNA subunit accumulation protein YceD
IPR008528,1,0,Protein unc-13 homologue
IPR014770,1,0,Munc13 homology 1
IPR006861,1,0,Hyaluronan/mRNA-binding protein
IPR019084,1,0,"Stm1-like, N-terminal"
IPR039764,1,0,RNA binding protein HABP4/SERBP1
IPR004640,1,0,Co-chaperone Hsc20
IPR009073,1,0,"Co-chaperone HscB, C-terminal oligomerisation domain"
IPR036386,1,0,"HscB, C-terminal domain superfamily"
IPR022075,2,1,Symplekin C-terminal
IPR032460,2,1,"Symplekin/Pta1, N-terminal"
IPR002842,1,1,V-type ATPase subunit E
IPR038495,1,1,"V-type ATPase subunit E, C-terminal domain superfamily"
IPR006568,2,1,"PSP, proline-rich"
IPR001117,1,1,"Multicopper oxidase, second cupredoxin domain"
IPR044688,1,1,Style cell-cycle inhibitor 1-like
IPR006994,2,1,TCF25/Rqc1
IPR003618,2,2,"Transcription elongation factor S-II, central domain"
IPR031937,1,1,PNN-interacting serine/arginine-rich protein
IPR043377,2,1,Glutathione S-transferase T1/2/3
IPR024974,1,1,"Sde2, N-terminal ubiquitin domain"
IPR003882,1,0,Pistil-specific extensin-like protein
IPR001015,1,1,Ferrochelatase
IPR019772,1,1,"Ferrochelatase, active site"
IPR033644,1,1,"Ferrochelatase, C-terminal"
IPR033659,1,1,"Ferrochelatase, N-terminal"
IPR024990,1,1,Anaphase-promoting complex subunit 1
IPR041221,1,1,"Anaphase-promoting complex subunit 1, C-terminal"
IPR002150,2,2,Ribosomal protein L31
IPR042105,2,2,Ribosomal protein L31 superfamily
IPR039856,1,1,ER membrane protein complex subunit 2-like
IPR002800,1,1,Chorismate pyruvate-lyase Rv2949c-like
IPR028978,1,1,Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily
IPR042035,2,0,"DEAH helicase, winged-helix domain"
IPR010309,1,1,"E3 ubiquitin ligase, domain of unknown function DUF908"
IPR010314,1,1,"E3 ubiquitin ligase, domain of unknown function DUF913"
IPR025527,1,2,"HUWE1/REV1, ubiquitin-binding motif"
IPR003859,1,1,"Beta-1,4-galactosyltransferase"
IPR027791,1,1,"Galactosyltransferase, C-terminal"
IPR027995,1,1,"Galactosyltransferase, N-terminal"
IPR009783,1,1,Protein of unknown function DUF1348
IPR011610,1,2,"S-adenosyl-L-methionine-dependent methyltransferase, putative"
IPR015414,3,4,Transmembrane protein TMEM64
IPR004385,1,1,Nucleoside diphosphate pyrophosphatase
IPR003453,1,1,"ABC transport permease subunit MlaE, Proteobacteria"
IPR030802,1,1,ABC transporter permease MalE
IPR009651,2,1,Putative methionine gamma-lyase
IPR002100,3,2,"Transcription factor, MADS-box"
IPR036879,3,2,"Transcription factor, MADS-box superfamily"
IPR028591,1,1,DIS3-like exonuclease 2
IPR019188,1,1,snRNA-activating protein complex subunit 1
IPR003754,2,2,"Tetrapyrrole biosynthesis, uroporphyrinogen III synthase"
IPR036108,2,2,"Tetrapyrrole biosynthesis, uroporphyrinogen III synthase superfamily"
IPR018865,1,1,Serine-threonine protein kinase 19
IPR010708,1,1,5'(3')-deoxyribonucleotidase
IPR006806,1,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
IPR008610,1,1,Eukaryotic rRNA processing
IPR034647,1,1,
IPR004399,2,1,Hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase domain
IPR034291,2,1,Thiamine phosphate synthase
IPR045029,2,1,
IPR000417,1,1,Hydroxyethylthiazole kinase
IPR005550,1,1,Kinetochore protein Ndc80
IPR038273,1,1,Ndc80 domain superfamily
IPR041723,2,2,CTP:phosphocholine cytidylyltransferase domain
IPR045049,1,1,Choline-phosphate cytidylyltransferase Pcy1-like
IPR001958,2,1,Tetracycline resistance protein TetA/multidrug resistance protein MdtG
IPR027307,1,1,WASH complex subunit 7
IPR028191,1,1,"WASH complex subunit 4, N-terminal"
IPR028282,1,1,"WASH complex subunit 7, central domain"
IPR028283,1,0,"WASH complex subunit 7, C-terminal"
IPR019442,1,1,"THADA/TRM732, DUF2428"
IPR007965,1,1,"Gcn5-related N-acetyltransferase (GNAT) domain, ATAT-type"
IPR038746,1,1,Alpha-tubulin N-acetyltransferase
IPR027711,1,0,
IPR037683,1,0,"Rmd5, degenerated RING (dRING) finger"
IPR001223,2,1,"Glycoside hydrolase family 18, catalytic domain"
IPR011583,1,0,Chitinase II
IPR029070,1,0,Chitinase insertion domain superfamily
IPR011876,1,0,"Isopentenyl-diphosphate delta-isomerase, type 1"
IPR007471,1,0,"N-end aminoacyl transferase, N-terminal"
IPR007472,1,0,"N-end rule aminoacyl transferase, C-terminal"
IPR030700,1,0,N-end rule aminoacyl transferase
IPR002496,1,0,Phosphoribosyl-AMP cyclohydrolase domain
IPR008179,1,0,Phosphoribosyl-ATP pyrophosphohydrolase
IPR021130,1,0,Phosphoribosyl-ATP pyrophosphohydrolase-like
IPR023019,1,0,Histidine biosynthesis bifunctional protein HisIE
IPR038019,1,0,Phosphoribosyl-AMP cyclohydrolase domain superfamily
IPR039927,1,0,39S ribosomal protein L43/54S ribosomal protein L51
IPR026963,1,1,
IPR028422,1,0,GREB1
IPR024060,1,0,Ureidoglycolate lyase domain superfamily
IPR004313,1,1,Acireductone dioxygenase ARD family
IPR027496,1,1,"Acireductone dioxygenase, eukaryotes"
IPR017498,1,1,Photosystem I PsaO
IPR019376,1,1,Myeloid leukemia factor
IPR045025,1,1,TPP-binding domain containing protein HACL1-like
IPR007900,2,1,"Transcription initiation factor TFIID component TAF4, C-terminal"
IPR045144,2,1,Transcription initiation factor TFIID component TAF4
IPR007146,1,1,Sas10/Utp3/C1D
IPR018972,1,1,Sas10 C-terminal domain
IPR019942,1,1,LL-diaminopimelate aminotransferase/aminotransferase ALD1
IPR026150,1,1,
IPR022102,2,1,Holliday junction regulator protein family C-terminal
IPR011666,1,1,"G patch domain-containing protein, N-terminal"
IPR001110,2,1,"Uncharacterised protein family UPF0012, conserved site"
IPR000530,1,1,Ribosomal protein S12e
IPR001578,2,1,"Peptidase C12, ubiquitin carboxyl-terminal hydrolase"
IPR017390,1,1,"Ubiquitinyl hydrolase, UCH37 type"
IPR036959,2,1,"Peptidase C12, ubiquitin carboxyl-terminal hydrolase superfamily"
IPR041507,1,1,"Peptidase C12, C-terminal domain"
IPR024986,1,1,Sister chromatid cohesion C-terminal domain
IPR026003,1,2,HEAT repeat associated with sister chromatid cohesion protein
IPR033031,1,1,Scc2/Nipped-B family
IPR039949,1,1,N-alpha-acetyltransferase 40
IPR017072,1,3,Transcription elongation factor Spt6
IPR023319,1,1,"Tex-like protein, HTH domain superfamily"
IPR023323,1,1,Tex-like domain superfamily
IPR028083,1,1,"Spt6 acidic, N-terminal domain"
IPR032706,1,1,"Transcription elongation factor Spt6, helix-hairpin-helix motif"
IPR035018,1,1,"Spt6, SH2 domain, C terminus"
IPR035019,1,1,"Spt6, SH2 domain, N terminus"
IPR035420,1,1,"Spt6, SH2 domain"
IPR042066,1,1,"Spt6, Death-like domain"
IPR040441,1,1,Cilia- and flagella-associated protein 20/CFAP20DC
IPR034254,1,1,"DNAJC17, RNA recognition motif"
IPR007235,1,1,"Glycosyl transferase, family 28, C-terminal"
IPR009695,1,1,"Diacylglycerol glucosyltransferase, N-terminal"
IPR006865,1,0,Domain of unknown function DUF629
IPR039726,1,1,Pre-mRNA-processing factor Prp40
IPR000602,1,1,"Glycoside hydrolase family 38, N-terminal domain"
IPR011682,1,1,"Glycosyl hydrolase family 38, C-terminal"
IPR015341,1,1,"Glycoside hydrolase family 38, central domain"
IPR027291,1,1,"Glycoside hydrolase 38, N-terminal domain superfamily"
IPR028995,1,1,"Glycoside hydrolase families 57/38, central domain superfamily"
IPR037094,1,1,"Glycoside hydrolase family 38, central domain superfamily"
IPR041147,1,1,"Glycosyl hydrolases family 38, C-terminal beta sandwich domain"
IPR017506,1,1,Photosystem II S4
IPR040591,1,1,"YlmH, putative RNA-binding domain"
IPR007722,2,0,"mRNA decapping protein 2, Box A domain"
IPR036189,2,0,"mRNA decapping protein 2, Box A domain superfamily"
IPR044099,3,1,"mRNA decapping enzyme 2 , NUDIX hydrolase domain"
IPR030184,1,1,WAT1-related protein
IPR022175,1,1,BCAS3 domain
IPR045142,1,1,BCAS3-like
IPR007018,1,1,"Mediator complex, subunit Med6"
IPR038566,1,1,"Mediator complex, subunit Med6 superfamily"
IPR016643,1,1,"26S proteasome regulatory complex, non-ATPase subcomplex, Rpn1 subunit"
IPR040892,1,1,"RPN1, N-terminal"
IPR041433,1,1,"26S proteasome non-ATPase regulatory subunit RPN1, C-terminal"
IPR032735,1,0,Protein broad-minded
IPR039156,3,1,PHAF1/Protein broad-minded
IPR001736,2,3,Phospholipase D/Transphosphatidylase
IPR011402,2,2,"Phospholipase D, plant"
IPR015679,2,3,Phospholipase D family
IPR024632,2,3,"Phospholipase D, C-terminal"
IPR005248,2,0,Nicotinate/nicotinamide nucleotide adenylyltransferase
IPR042512,1,0,TLC domain-containing protein 5
IPR041581,1,1,"Glyoxalase-like domain, group 6"
IPR043424,1,1,Protein BRANCHLESS TRICHOME-like
IPR007014,1,0,FUN14
IPR005201,1,1,"Glycoside hydrolase, family 85"
IPR032979,1,1,Cytosolic endo-beta-N-acetylglucosaminidase
IPR044675,2,1,E3 ubiquitin-protein ligase RING1-like
IPR004098,1,1,Prp18
IPR039979,1,1,Pre-mRNA-splicing factor 18
IPR007241,1,1,Autophagy-related protein 9
IPR032860,1,0,RNA demethylase ALKBH5
IPR044820,1,0,ADP-ribosylation factor GTPase-activating protein AGD14-like
IPR045019,1,1,Beta-carotene hydroxylase-like
IPR008814,1,1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1
IPR019395,1,1,Transmembrane protein 161A/B
IPR019758,1,0,"Peptidase S26A, signal peptidase I, conserved site"
IPR025239,3,1,Domain of unknown function DUF4187
IPR039249,3,1,G patch domain-containing protein 11
IPR006585,3,1,Fucolectin tachylectin-4 pentraxin-1
IPR003682,3,1,rRNA small subunit methyltransferase G
IPR036743,1,0,Actin-related protein 2/3 complex subunit 5 superfamily
IPR044705,1,1,COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB4
IPR006808,1,0,"ATP synthase, F0 complex, subunit G, mitochondrial"
IPR018797,2,1,FAM98
IPR006324,1,1,Glutathione reductase
IPR005709,1,1,"Ribosomal protein S4, bacterial-type"
IPR033867,2,1,Ribosome assembly factor Mrt4
IPR006906,1,1,"Timeless, N-terminal"
IPR044998,1,1,Timeless
IPR018593,1,0,tRNA-splicing endonuclease subunit Sen15
IPR002672,1,1,Ribosomal protein L28e
IPR001474,1,1,GTP cyclohydrolase I
IPR018234,1,0,"GTP cyclohydrolase I, conserved site"
IPR020602,1,1,GTP cyclohydrolase I domain
IPR043134,1,1,"GTP cyclohydrolase I, N-terminal domain"
IPR002108,1,1,Actin-depolymerising factor homology domain
IPR017904,1,1,ADF/Cofilin
IPR040364,1,1,Tetratricopeptide repeat protein 21A/21B
IPR007217,1,0,Per1-like
IPR039893,1,0,Centrosomal protein of 120kDa-like
IPR003673,1,1,CoA-transferase family III
IPR023606,1,1,CoA-transferase family III domain 1 superfamily
IPR044855,1,1,CoA-transferase family III domain 3 superfamily
IPR001518,1,1,Argininosuccinate synthase
IPR018223,1,1,"Argininosuccinate synthase, conserved site"
IPR023434,1,1,"Argininosuccinate synthase, type 1 subfamily"
IPR024074,1,1,"Argininosuccinate synthetase, catalytic/multimerisation domain body"
IPR012716,1,0,"T-complex protein 1, beta subunit"
IPR023960,1,0,Cytochrome b6-f complex iron-sulfur subunit
IPR001706,1,0,"Ribosomal protein L35, non-mitochondrial"
IPR018265,1,0,"Ribosomal protein L35, conserved site"
IPR009597,2,1,Domain of unknown function DUF1206
IPR044837,1,0,B3 domain-containing protein REM16-like
IPR000627,1,0,"Intradiol ring-cleavage dioxygenase, C-terminal"
IPR015889,2,0,"Intradiol ring-cleavage dioxygenase, core"
IPR044244,1,1,Tetratricopeptide repeat protein TTC27/Emw1
IPR000515,1,1,"ABC transporter type 1, transmembrane domain MetI-like"
IPR005667,1,1,Sulphate ABC transporter permease protein 2
IPR011866,1,1,"Sulphate ABC transporter, permease protein CysW"
IPR035906,1,1,MetI-like superfamily
IPR016528,1,1,Vacuolar protein sorting-associated protein 11
IPR024763,1,1,"Vacuolar protein sorting protein 11, C-terminal"
IPR035256,1,1,
IPR015701,1,1,Ferredoxin--NADP reductase
IPR044570,1,1,Histone-lysine N-methyltransferase Set1-like
IPR044195,1,1,Pentapeptide repeat containing protein TL17-like
IPR009040,2,2,Ferritin-like diiron domain
IPR025164,1,0,Putative adhesin
IPR005793,1,1,"Formyl transferase, C-terminal"
IPR005794,1,1,Methionyl-tRNA formyltransferase
IPR011034,1,1,"Formyl transferase-like, C-terminal domain superfamily"
IPR041711,1,1,"Methionyl-tRNA formyltransferase, N-terminal domain"
IPR044135,1,1,"Methionyl-tRNA formyltransferase, C-terminal domain"
IPR001919,2,0,Carbohydrate-binding type-2 domain
IPR008965,2,0,"CBM2/CBM3, carbohydrate-binding domain superfamily"
IPR012291,2,0,"CBM2, carbohydrate-binding domain superfamily"
IPR006785,1,1,"Peroxisome membrane anchor protein Pex14p, N-terminal"
IPR025655,1,1,Peroxisomal membrane protein 14
IPR002653,1,1,"Zinc finger, A20-type"
IPR009076,1,1,FKBP12-rapamycin binding domain
IPR024585,1,1,"Domain of unknown function DUF3385, target of rapamycin protein"
IPR026683,1,1,"Serine/threonine-protein kinase TOR, catalytic domain"
IPR036738,1,1,FKBP12-rapamycin binding domain superfamily
IPR007681,1,1,Ran-interacting Mog1 protein
IPR000242,1,3,"Tyrosine-specific protein phosphatase, PTPase domain"
IPR012445,1,1,Autophagy-related protein 101
IPR004598,1,1,Transcription factor TFIIH subunit p52/Tfb2
IPR040662,1,1,"Transcription factor Tfb2, C-terminal domain"
IPR019366,1,1,Clusterin-associated protein-1
IPR005729,2,1,"Ribosomal protein S10, eukaryotic/archaeal"
IPR035297,1,1,
IPR040896,1,1,"26S proteasome regulatory subunit RPN5, C-terminal domain"
IPR002078,1,1,RNA polymerase sigma factor 54 interaction domain
IPR013256,1,1,Chromatin SPT2
IPR025593,1,1,Growth arrest-specific protein 8 domain
IPR039308,1,1,Growth arrest-specific protein 8
IPR006257,1,1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IPR018107,1,0,"Sodium:dicarboxylate symporter, conserved site"
IPR042655,1,1,Leucine-rich repeat-containing protein 72
IPR009316,1,1,"COG complex component, COG2"
IPR024602,1,1,"Conserved oligomeric Golgi complex, subunit 2, N-terminal"
IPR024603,1,1,"COG complex component, COG2, C-terminal"
IPR010663,1,1,"Zinc finger, FPG/IleRS-type"
IPR023585,1,1,"Isoleucine-tRNA ligase, type 1"
IPR033708,1,1,"Isoleucyl tRNA synthetase type 1, anticodon-binding domain"
IPR010089,1,1,Flavoprotein WrbA-like
IPR005749,2,2,"Ribosomal protein L15, bacterial-type"
IPR004493,1,2,"Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic"
IPR020781,1,1,"ATPase, OSCP/delta subunit, conserved site"
IPR002143,1,1,Ribosomal protein L1
IPR001341,1,2,Aspartate kinase
IPR001342,2,2,"Homoserine dehydrogenase, catalytic"
IPR005106,2,2,"Aspartate/homoserine dehydrogenase, NAD-binding"
IPR011147,2,3,Bifunctional aspartokinase/homoserine dehydrogenase
IPR019811,2,2,"Homoserine dehydrogenase, conserved site"
IPR027795,1,1,"CASTOR, ACT domain"
IPR042199,1,0,"Aspartokinase/Bifunctional aspartokinase/homoserine dehydrogenase, catalytic domain"
IPR018816,2,1,"Splicing factor cactin, central domain"
IPR019134,2,1,"Splicing factor Cactin, C-terminal"
IPR019148,1,1,Nuclear protein DGCR14/ESS-2
IPR026732,1,1,
IPR035104,1,1,Ribosomal protein S1-like
IPR006289,1,1,"Transcription elongation factor, TFIIS"
IPR035100,1,1,"Transcription elongation factor, IIS-type"
IPR019441,1,1,"FMP27/BLTP2/Hobbit, GFWDK motif-containing RBG unit"
IPR019443,1,1,"BLTP2/FMP27/Hobbit, C-terminal"
IPR014810,1,1,"Fcf2 pre-rRNA processing, C-terminal"
IPR039883,1,1,Fcf2/DNTTIP2
IPR003172,1,1,MD-2-related lipid-recognition domain
IPR039670,1,1,Sterol transport protein NPC2-like
IPR012722,1,1,"T-complex protein 1, zeta subunit"
IPR040801,1,1,"Ski2, N-terminal domain"
IPR005341,1,1,Mitochondrial import inner membrane translocase subunit Tim16
IPR007111,2,0,NACHT nucleoside triphosphatase
IPR022697,1,0,Homoserine dehydrogenase lacking ACT domain
IPR002853,1,0,"Transcription initiation factor IIE subunit alpha, N-terminal"
IPR039997,1,1,Transcription factor E
IPR006577,3,2,UAS
IPR001295,1,1,"Dihydroorotate dehydrogenase, conserved site"
IPR005719,1,1,"Dihydroorotate dehydrogenase, class 2"
IPR002190,1,1,MAGE homology domain
IPR037445,1,1,Melanoma-associated antigen
IPR041898,1,1,"MAGE homology domain, winged helix WH1 motif"
IPR041899,1,1,"MAGE homology domain, winged helix WH2 motif"
IPR017233,1,1,WD repeat protein 35
IPR039133,1,0,E3 ubiquitin-protein ligase RNF25
IPR006709,2,1,"Small-subunit processome, Utp14"
IPR010318,3,1,Protein of unknown function DUF917
IPR024071,2,1,"Protein of unknown function DUF917, C-terminal"
IPR027479,3,1,"Protein of unknown function DUF917, N-terminal"
IPR004789,1,1,"Acetolactate synthase, small subunit"
IPR019455,1,1,"Acetolactate synthase, small subunit, C-terminal"
IPR027271,1,1,"Acetolactate synthase/Transcription factor NikR, C-terminal"
IPR039557,1,1,"AHAS, ACT domain"
IPR003587,1,0,Hint domain N-terminal
IPR004042,1,0,Intein DOD homing endonuclease
IPR006141,1,0,Intein N-terminal splicing region
IPR006142,1,0,Intein
IPR007869,1,0,Homing endonuclease PI-Sce
IPR030934,1,0,Intein C-terminal splicing region
IPR036844,1,0,Hint domain superfamily
IPR015330,1,0,"DNA primase/polymerase, bifunctional, N-terminal"
IPR021331,1,1,"Hypervirulence associated protein, TUDOR domain"
IPR040749,1,1,"BRCC36, C-terminal helical domain"
IPR039606,1,2,Phytol/farnesol kinase
IPR010298,2,1,"NYN/PIN ribonuclease, YacP-like"
IPR000926,2,1,"GTP cyclohydrolase II, RibA"
IPR041833,1,1,Rab21
IPR029676,1,1,Primary ciliary dyskinesia protein 1
IPR004384,2,1,RNA methyltransferase TrmJ/LasT
IPR011776,2,1,"Magnesium chelatase, ATPase subunit D"
