gene	database	ID	Description	Scientific.Name	Max.Score	E.value	Per..ident	cover	taxid	kingdom	phylum	class	order	family	genus	taxonomy
GTX0536PRED_006449	nt	CP099643.1	Pseudomonas proteolytica strain H160204 chromosome, complete genome	Pseudomonas proteolytica	229	3e-62	35.54	92	219574	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	LT629691.1	Pseudomonas thivervalensis strain BS3779 genome assembly, chromosome: I	Pseudomonas thivervalensis	229	3e-62	37.87	93	86265	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP133774.1	Pseudomonas sp. 10S4 chromosome	Pseudomonas sp. 10S4	229	3e-62	37.47	94	3048583	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP041753.1	Pseudomonas sp. ATCC 43928 chromosome, complete genome	Pseudomonas sp. ATCC 43928	229	4e-62	37.11	89	676210	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP012830.1	Pseudomonas fluorescens strain FW300-N2E3 chromosome, complete genome	Pseudomonas fluorescens	229	4e-62	36.87	96	294	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP150917.1	Pseudomonas helvetica strain DGS28 chromosome, complete genome	Pseudomonas helvetica	229	5e-62	36.87	96	3136738	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP129908.1	Deinococcus radiomollis strain PO-04-20-132 plasmid unnamed2, complete sequence	Deinococcus radiomollis	228	5e-62	40.87	92	468916	Thermotogati	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Bacteria
GTX0536PRED_006449	nt	CP024478.1	Pseudomonas sp. HLS-6 chromosome, complete genome	Pseudomonas sp. HLS-6	228	6e-62	39.2	89	2049589	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP014262.1	Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome	Pseudomonas corrugata	228	7e-62	37.87	93	47879	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	LT629798.1	Pseudomonas corrugata strain BS3649 genome assembly, chromosome: I	Pseudomonas corrugata	228	7e-62	37.87	93	47879	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP102175.1	Pseudomonas corrugata strain B21-061 chromosome, complete genome	Pseudomonas corrugata	228	7e-62	37.87	93	47879	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP072011.1	Pseudomonas corrugata strain 3prime chromosome, complete genome	Pseudomonas corrugata	228	7e-62	37.87	93	47879	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP102177.1	Pseudomonas corrugata strain B21-055 chromosome, complete genome	Pseudomonas corrugata	228	7e-62	37.87	93	47879	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP024767.1	Pseudomonas arsenicoxydans strain ACM1 chromosome	Pseudomonas arsenicoxydans	228	7e-62	38.03	89	702115	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP034783.1	Pseudomonas sp. MPC6 chromosome, complete genome	Pseudomonas sp. MPC6	228	9e-62	38.35	89	2498848	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP123771.1	Pseudomonas viciae strain YsS1 chromosome, complete genome	Pseudomonas viciae	228	9e-62	38.15	93	2505979	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP035088.1	Pseudomonas viciae strain 11K1 chromosome, complete genome	Pseudomonas viciae	228	9e-62	38.15	93	2505979	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP017886.1	Pseudomonas frederiksbergensis strain ERDD5:01 chromosome, complete genome	Pseudomonas frederiksbergensis	228	1e-61	36.87	96	104087	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	AP021903.1	Pseudomonas sp. Seg1 DNA, complete genome	Pseudomonas sp. Seg1	228	1e-61	36.81	92	2678259	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP052857.1	Pseudomonas sp. ADAK21 chromosome, complete genome	Pseudomonas sp. ADAK21	228	1e-61	35.77	94	2730850	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP052858.1	Pseudomonas sp. ADAK20 chromosome, complete genome	Pseudomonas sp. ADAK20	228	1e-61	35.77	94	2730849	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP123067.1	Pseudomonas defluvii strain K4-sn1399 chromosome, complete genome	Pseudomonas defluvii	227	1e-61	39.2	89	1876757	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP113060.1	Pseudomonas sp. SL4(2022) chromosome	Pseudomonas sp. SL4(2022)	227	1e-61	39.15	90	2994661	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP075566.1	Pseudomonas hormoni strain G20-18 chromosome, complete genome	Pseudomonas hormoni	227	1e-61	38.7	89	3093767	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP169287.1	Pseudomonas hormoni strain G20-18_CNT1 chromosome, complete genome	Pseudomonas hormoni	227	1e-61	38.7	89	3093767	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP011567.1	Pseudomonas sp. GR 6-02 chromosome, complete genome	Pseudomonas sp. GR 6-02	227	1e-61	36.54	89	1659194	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP087194.1	Pseudomonas sp. B21-017 chromosome, complete genome	Pseudomonas sp. B21-017	227	1e-61	37.11	89	2895474	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP087203.1	Pseudomonas sp. B21-056 chromosome, complete genome	Pseudomonas sp. B21-056	227	1e-61	37.6	93	2895495	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	LS483433.1	Pseudomonas mucidolens strain NCTC8068 genome assembly, chromosome: 1	Pseudomonas mucidolens	227	2e-61	35.39	95	46679	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	LT629802.1	Pseudomonas mucidolens strain LMG 2223 genome assembly, chromosome: I	Pseudomonas mucidolens	227	2e-61	35.39	95	46679	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP181271.1	MAG: Pseudomonas helleri isolate UW_FK_PSEUD1_1 chromosome	Pseudomonas helleri	227	2e-61	37.67	95	1608996	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP110128.1	Pseudomonas sp. WJP1 chromosome, complete genome	Pseudomonas sp. WJP1	227	2e-61	38.64	89	2986947	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP176770.1	Pseudomonas sp. MPB03 chromosome, complete genome	Pseudomonas sp. MPB03	227	2e-61	37.33	93	3388489	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	OY761464.1	MAG: Pseudomonadaceae bacterium isolate ec8c9713-4986-4da9-af5a-080fccaf3543 genome assembly, chromosome: 1	Pseudomonadaceae bacterium	227	2e-61	39.2	89	1914538	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Bacteria
GTX0536PRED_006449	nt	CP022202.1	Pseudomonas thivervalensis strain PLM3 genome	Pseudomonas thivervalensis	227	2e-61	36.71	93	86265	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP022201.1	Pseudomonas thivervalensis strain SC5 genome	Pseudomonas thivervalensis	227	2e-61	36.71	93	86265	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP183197.1	Pseudomonas thivervalensis strain NFX106 chromosome, complete genome	Pseudomonas thivervalensis	227	2e-61	36.71	93	86265	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP117461.1	Pseudomonas sp. FP1740 chromosome, complete genome	Pseudomonas sp. FP1740	226	3e-61	35.98	89	2954078	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP018319.1	Pseudomonas frederiksbergensis strain AS1 chromosome, complete genome	Pseudomonas frederiksbergensis	226	3e-61	38.7	89	104087	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP023466.1	Pseudomonas frederiksbergensis strain KNU-15 chromosome, complete genome	Pseudomonas frederiksbergensis	226	3e-61	37.39	89	104087	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP174501.1	Pseudomonas helleri strain NF1a chromosome, complete genome	Pseudomonas helleri	226	4e-61	37.67	95	1608996	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP180480.1	Pseudomonas sp. LT1P18 chromosome, complete genome	Pseudomonas sp. LT1P18	226	4e-61	38.35	89	3398357	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	CP080030.1	Pseudomonas sp. Colony2 chromosome	Pseudomonas sp. Colony2	226	5e-61	37.83	87	2861799	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	LT629705.1	Pseudomonas arsenicoxydans strain CECT 7543 genome assembly, chromosome: I	Pseudomonas arsenicoxydans	225	5e-61	36.94	96	702115	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria
GTX0536PRED_006449	nt	XM_005647481.1	Coccomyxa subellipsoidea C-169 C4-dicarboxylate transporter/malic acid transport protein partial mRNA	Coccomyxa subellipsoidea C-169	215	4e-62	35.39	90	574566	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	other Viridiplantae
GTX0536PRED_006449	nt	XM_005847480.1	Chlorella variabilis hypothetical protein (CHLNCDRAFT_35385) mRNA, complete cds	Chlorella variabilis	194	1e-53	35.11	91	554065	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	other Trebouxiophyceae
GTX0536PRED_006449	nr	KAG2172660.1	hypothetical protein INT43_000007 [Umbelopsis isabellina]	Umbelopsis isabellina	410	3e-138	56.69	88	91625	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Fungi
GTX0536PRED_006449	nr	CAK0748009.1	hypothetical protein CVIRNUC_001807 [Coccomyxa viridis]	Coccomyxa viridis	395	1e-131	54.02	93	1274662	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	other Viridiplantae
GTX0536PRED_006449	nr	KAK9816229.1	hypothetical protein WJX74_008920 [Apatococcus lobatus]	Apatococcus lobatus	387	2e-127	57.45	83	904363	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus	other Trebouxiophyceae
GTX0536PRED_006449	nr	CAL5219004.1	g759 [Coccomyxa viridis]	Coccomyxa viridis	384	4e-127	59.09	85	1274662	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	other Viridiplantae
GTX0536PRED_006449	nr	BDA50428.1	Sulfite efflux pump SSU1 [Coccomyxa sp. Obi]	Coccomyxa sp. Obi	382	5e-127	53.44	93	2315456	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	other Viridiplantae
GTX0536PRED_006449	nr	KAH8551614.1	putative C4-dicarboxylate transporter/malic acid transport protein [Umbelopsis sp. PMI_123]	Umbelopsis sp. PMI_123	380	3e-126	54.73	87	1896174	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Fungi
GTX0536PRED_006449	nr	KAL1629245.1	Plasma membrane sulfite pump involved in sulfite metabolism [Neofusicoccum ribis]	Neofusicoccum ribis	323	5e-104	46.17	96	45134	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Fungi
GTX0536PRED_006449	nr	XP_016627169.1	uncharacterized protein Z520_11319 [Fonsecaea multimorphosa CBS 102226]	Fonsecaea multimorphosa CBS 102226	325	9e-104	45.55	95	1442371	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nr	XP_016621908.1	uncharacterized protein Z519_03823 [Cladophialophora bantiana CBS 173.52]	Cladophialophora bantiana CBS 173.52	322	7e-103	45.41	94	1442370	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nr	XP_007747601.1	uncharacterized protein A1O5_08830 [Cladophialophora psammophila CBS 110553]	Cladophialophora psammophila CBS 110553	321	2e-102	45.41	94	1182543	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nr	XP_022502048.1	hypothetical protein AYO20_03805 [Fonsecaea nubica]	Fonsecaea nubica	320	7e-102	44.2	95	856822	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nr	XP_013272145.1	uncharacterized protein Z518_05881 [Rhinocladiella mackenziei CBS 650.93]	Rhinocladiella mackenziei CBS 650.93	318	3e-101	45.11	94	1442369	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Fungi
GTX0536PRED_006449	nr	XP_016258342.1	uncharacterized protein PV06_10086 [Exophiala oligosperma]	Exophiala oligosperma	318	6e-101	44.59	94	215243	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	RFU25517.1	hypothetical protein B7463_g10822, partial [Scytalidium lignicola]	Scytalidium lignicola	318	6e-101	47.69	88	5539	Fungi	Ascomycota	Leotiomycetes	NA	NA	Scytalidium	Fungi
GTX0536PRED_006449	nr	XP_016252224.1	uncharacterized protein PV07_03590 [Cladophialophora immunda]	Cladophialophora immunda	317	8e-101	43.94	95	569365	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nr	XP_016233175.1	uncharacterized protein PV08_08146 [Exophiala spinifera]	Exophiala spinifera	316	2e-100	46.04	87	91928	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	OMP82732.1	Sulfite efflux pump SSU1 [Diplodia seriata]	Diplodia seriata	315	3e-100	45.88	96	420778	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Fungi
GTX0536PRED_006449	nr	KAH3913217.1	hypothetical protein HBH56_113280 [Parastagonospora nodorum]	Parastagonospora nodorum	315	3e-100	45.41	95	13684	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Fungi
GTX0536PRED_006449	nr	KAL1640660.1	Plasma membrane sulfite pump involved in sulfite metabolism [Diplodia intermedia]	Diplodia intermedia	315	4e-100	45.9	96	856260	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Fungi
GTX0536PRED_006449	nr	KAH4035359.1	hypothetical protein HBI09_098710 [Parastagonospora nodorum]	Parastagonospora nodorum	314	4e-100	45.41	95	13684	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Fungi
GTX0536PRED_006449	nr	XP_013312770.1	uncharacterized protein PV05_07847 [Exophiala xenobiotica]	Exophiala xenobiotica	315	5e-100	43.24	94	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	KAJ1921914.1	Plasma membrane sulfite pump involved in sulfite metabolism [Mycoemilia scoparia]	Mycoemilia scoparia	313	8e-100	48.39	86	417184	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	Fungi
GTX0536PRED_006449	nr	XP_016220153.1	uncharacterized protein PV10_08249 [Exophiala mesophila]	Exophiala mesophila	313	1e-99	47.65	87	212818	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	XP_066632342.1	Plasma membrane sulfite pump involved in sulfite metabolism [Diplodia seriata]	Diplodia seriata	313	1e-99	45.88	96	420778	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Fungi
GTX0536PRED_006449	nr	KAH6476053.1	hypothetical protein HBI59_002840 [Parastagonospora nodorum]	Parastagonospora nodorum	313	1e-99	45.41	95	13684	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Fungi
GTX0536PRED_006449	nr	KAK4943883.1	Plasma membrane sulfite pump involved in sulfite metabolism [Elasticomyces elasticus]	Elasticomyces elasticus	313	2e-99	46.2	88	574655	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Elasticomyces	Fungi
GTX0536PRED_006449	nr	KKY27870.1	putative sulfite transporter ssu1 [Diplodia seriata]	Diplodia seriata	313	2e-99	45.88	96	420778	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Fungi
GTX0536PRED_006449	nr	KAK6380956.1	Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala oligosperma]	Exophiala oligosperma	313	2e-99	45.38	91	215243	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	GME42330.1	hypothetical protein MMC08_009084 [Neofusicoccum parvum]	Neofusicoccum parvum	310	3e-99	46.88	85	310453	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Fungi
GTX0536PRED_006449	nr	XP_022515634.1	hypothetical protein AYO21_01909 [Fonsecaea monophora]	Fonsecaea monophora	313	4e-99	44.66	91	254056	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nr	XP_013289523.1	uncharacterized protein Z517_01107 [Fonsecaea pedrosoi CBS 271.37]	Fonsecaea pedrosoi CBS 271.37	312	5e-99	44.66	91	1442368	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nr	KIW67387.1	hypothetical protein PV04_06646 [Phialophora macrospora]	Phialophora macrospora	312	5e-99	46.36	88	1851006	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Fungi
GTX0536PRED_006449	nr	XP_019022055.1	uncharacterized protein SAICODRAFT_67445 [Saitoella complicata NRRL Y-17804]	Saitoella complicata NRRL Y-17804	311	6e-99	47.84	88	698492	Fungi	Ascomycota	NA	NA	NA	Saitoella	Fungi
GTX0536PRED_006449	nr	XP_018694095.1	hypothetical protein AYL99_05730 [Fonsecaea erecta]	Fonsecaea erecta	312	8e-99	45.22	91	1367422	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nr	KAH8817075.1	C4-dicarboxylate transporter/malic acid transport protein-like protein [Xylogone sp. PMI_703]	Xylogone sp. PMI_703	313	1e-98	44.62	95	2614602	Fungi	Ascomycota	Leotiomycetes	NA	NA	Xylogone	Fungi
GTX0536PRED_006449	nr	XP_037157591.1	uncharacterized protein HO133_004674 [Letharia lupina]	Letharia lupina	312	1e-98	44.86	94	560253	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Fungi
GTX0536PRED_006449	nr	KAK5414554.1	Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica]	Exophiala xenobiotica	311	2e-98	45.86	87	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	XP_062675537.1	sulfite transporter Ssu1 [Exophiala viscosa]	Exophiala viscosa	310	3e-98	45.91	88	2486360	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	KAK5212794.1	Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica]	Exophiala xenobiotica	310	3e-98	45.86	87	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	KAF5005544.1	hypothetical protein FDECE_8037 [Fusarium decemcellulare]	Fusarium decemcellulare	309	5e-98	45.98	92	57161	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fungi
GTX0536PRED_006449	nr	KAH7384235.1	C4-dicarboxylate transporter/malic acid transport protein-like protein [Phaeosphaeria sp. MPI-PUGE-AT-0046c]	Phaeosphaeria sp. MPI-PUGE-AT-0046c	308	7e-98	45.36	94	2821754	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Fungi
GTX0536PRED_006449	nr	KAJ9497992.1	Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica]	Exophiala xenobiotica	310	7e-98	45.56	87	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	OCT51825.1	Sulfite efflux pump SSU1 [Cladophialophora carrionii]	Cladophialophora carrionii	309	8e-98	46.22	88	86049	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nr	KAI9473447.1	MAG: voltage-dependent anion channel [Benjaminiella poitrasii]	Benjaminiella poitrasii	306	1e-97	44.7	90	64631	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Fungi
GTX0536PRED_006449	nr	KAL2038915.1	hypothetical protein N7G274_008255 [Stereocaulon virgatum]	Stereocaulon virgatum	309	1e-97	47.25	88	373712	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Stereocaulon	Fungi
GTX0536PRED_006449	nr	KAK5455254.1	Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica]	Exophiala xenobiotica	308	2e-97	45.27	87	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	KAK5215757.1	Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica]	Exophiala xenobiotica	308	2e-97	44.32	94	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	KIV79964.1	hypothetical protein PV11_07502 [Exophiala sideris]	Exophiala sideris	308	2e-97	45.61	88	1016849	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nr	KAJ3494211.1	hypothetical protein NLG97_g4233 [Lecanicillium saksenae]	Lecanicillium saksenae	307	3e-97	44.12	92	468837	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Fungi
GTX0536PRED_006449	nr	KAB2568721.1	Sulfite efflux pump SSU1 [Lasiodiplodia theobromae]	Lasiodiplodia theobromae	308	3e-97	45.19	96	45133	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Fungi
GTX0536PRED_006449	nr	XP_008728837.1	uncharacterized protein G647_06293 [Cladophialophora carrionii CBS 160.54]	Cladophialophora carrionii CBS 160.54	307	5e-97	45.22	88	1279043	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nr	KAK5076758.1	Plasma membrane sulfite pump involved in sulfite metabolism [Lithohypha guttulata]	Lithohypha guttulata	306	6e-97	49.85	84	1690604	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Lithohypha	Fungi
