,T. sp. A48,T. SL0000003,descriptions
PF00285,4,4,"Citrate synthase, C-terminal domain"
PF07109,1,1,Magnesium-protoporphyrin IX methyltransferase C-terminus
PF14874,2,2,Flagellar-associated PapD-like
PF00687,4,4,Ribosomal protein L1p/L10e family
PF18055,1,1,26S proteasome regulatory subunit RPN6 N-terminal domain
PF18503,1,1,26S proteasome subunit RPN6 C-terminal helix domain
PF13716,4,2,Divergent CRAL/TRIO domain
PF13292,1,1,1-deoxy-D-xylulose-5-phosphate synthase
PF01124,4,3,MAPEG family
PF12862,2,1,Anaphase-promoting complex subunit 5
PF14234,3,1,Domain of unknown function (DUF4336)
PF12612,1,1,Tubulin folding cofactor D C terminal
PF01218,2,2,Coproporphyrinogen III oxidase
PF13949,3,2,ALIX V-shaped domain binding to HIV
PF07575,2,1,Nup85 Nucleoporin
PF17996,2,0,Carbohydrate esterase 2 N-terminal
PF09756,1,1,DDRGK domain
PF02698,2,1,DUF218 domain
PF07000,1,1,Protein of unknown function (DUF1308)
PF17125,1,1,N-terminal domain of 16S rRNA methyltransferase RsmF
PF03781,1,0,Sulfatase-modifying factor enzyme 1
PF10017,1,1,"Histidine-specific methyltransferase, SAM-dependent"
PF04108,1,1,Autophagy protein ATG17-like domain
PF08375,1,1,Proteasome regulatory subunit C-terminal
PF03950,2,2,"tRNA synthetases class I (E and Q), anti-codon binding domain"
PF03879,1,1,Cgr1 family
PF01062,7,5,"Bestrophin, RFP-TM, chloride channel"
PF07058,1,1,Microtubule-associated protein 70
PF02234,1,0,Cyclin-dependent kinase inhibitor
PF09110,1,1,HAND
PF09111,1,1,SLIDE
PF01270,4,1,Glycosyl hydrolases family 8
PF04178,3,3,Got1/Sft2-like family
PF03859,2,2,CG-1 domain
PF04828,5,2,Glutathione-dependent formaldehyde-activating enzyme
PF01497,2,2,Periplasmic binding protein
PF17653,1,0,Family of unknown function (DUF5522)
PF06943,1,1,LSD1 zinc finger
PF01210,2,2,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
PF07479,2,2,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF20618,2,2,"Bacterial GPD, NAD-dependent C-terminal"
PF11822,3,0,"SANT and BTB domain regulator of CSR, BTB domain"
PF10498,1,1,Intra-flagellar transport protein 57
PF16884,1,1,N-terminal domain of oxidoreductase
PF14382,2,1,Exosome complex exonuclease RRP4 N-terminal region
PF15985,2,2,KH domain
PF12202,1,1,Oxidative-stress-responsive kinase 1 C-terminal domain
PF16211,14,12,C-terminus of histone H2A
PF15511,11,10,Centromere kinetochore component CENP-T histone fold
PF02263,2,2,"Guanylate-binding protein, N-terminal domain"
PF04134,2,1,DCC1-like thiol-disulfide oxidoreductase
PF07137,2,2,VDE lipocalin domain
PF18826,2,1,Bacteroidetes VLRF1 release factor
PF04733,1,1,Coatomer epsilon subunit
PF04938,1,1,Survival motor neuron (SMN) interacting protein 1 (SIP1)
PF17815,4,2,PDZ domain
PF00310,1,1,Glutamine amidotransferases class-II
PF01493,1,1,GXGXG motif
PF01645,1,1,Conserved region in glutamate synthase
PF04898,1,1,Glutamate synthase central domain
PF12579,1,1,Protein of unknown function (DUF3755)
PF06743,2,2,"FAST kinase-like protein, subdomain 1"
PF08373,11,7,RAP domain
PF01016,2,2,Ribosomal L27 protein
PF02353,3,3,Mycolic acid cyclopropane synthetase
PF08498,1,1,Sterol methyltransferase C-terminal
PF00584,1,1,SecE/Sec61-gamma subunits of protein translocation complex
PF07366,1,0,SnoaL-like polyketide cyclase
PF12680,4,2,SnoaL-like domain
PF05879,1,1,Root hair defective 3 GTP-binding protein (RHD3) GTPase domain
PF20428,1,1,Sey1 three-helix bundle domain
PF01798,3,1,"snoRNA binding domain, fibrillarin"
PF08156,2,1,NOP5NT (NUC127) domain
PF00266,11,10,Aminotransferase class-V
PF01199,1,1,Ribosomal protein L34e
PF01841,1,0,Transglutaminase-like superfamily
PF03835,2,0,Rad4 transglutaminase-like domain
PF05002,1,1,SGS domain
PF16203,2,2,ERCC3/RAD25/XPB C-terminal helicase
PF04148,1,0,Transmembrane adaptor Erv26
PF00900,1,1,Ribosomal family S4e
PF08071,1,1,RS4NT (NUC023) domain
PF16121,1,1,40S ribosomal protein S4 C-terminus
PF00466,4,2,Ribosomal protein L10
PF17777,3,2,Insertion domain in 60S ribosomal protein L10P
PF00459,5,4,Inositol monophosphatase family
PF03657,1,1,UPF0113 PUA domain
PF17833,1,1,UPF0113 Pre-PUA domain
PF08625,1,1,Utp13 specific WD40 associated domain
PF12220,2,1,U1 small nuclear ribonucleoprotein of 70kDa MW N terminal
PF00829,2,2,Ribosomal prokaryotic L21 protein
PF04884,4,2,Vitamin B6 photo-protection and homoeostasis
PF01507,2,2,Phosphoadenosine phosphosulfate reductase family
PF00474,2,2,Sodium:solute symporter family
PF00805,3,2,Pentapeptide repeats (8 copies)
PF08144,1,1,CPL (NUC119) domain
PF00132,3,2,Bacterial transferase hexapeptide (six repeats)
PF06426,2,2,"Serine acetyltransferase, N-terminal"
PF13370,3,3,4Fe-4S single cluster domain of Ferredoxin I
PF13459,2,2,4Fe-4S single cluster domain
PF13738,9,5,Pyridine nucleotide-disulphide oxidoreductase
PF05178,1,1,KRI1-like family
PF12936,1,1,KRI1-like family C-terminal
PF05903,2,2,PPPDE putative peptidase domain
PF08574,1,1,Transcription factor Iwr1
PF14631,1,1,Fanconi anaemia protein FancD2 nuclease
PF02290,1,0,Signal recognition particle 14kD protein
PF10250,1,1,GDP-fucose protein O-fucosyltransferase
PF01571,3,2,Aminomethyltransferase folate-binding domain
PF00790,2,1,VHS domain
PF11152,2,1,"Cofactor assembly of complex C subunit B, CCB2/CCB4"
PF01458,2,2,"SUF system FeS cluster assembly, SufBD"
PF19295,2,2,SufBD protein N-terminal region
PF15007,1,1,"Centrosomal spindle body, CEP44"
PF03167,1,1,Uracil DNA glycosylase superfamily
PF03364,6,4,Polyketide cyclase / dehydrase and lipid transport
PF03969,2,2,AFG1-like ATPase
PF01126,2,2,Heme oxygenase
PF03959,3,1,Serine hydrolase (FSH1)
PF06745,4,3,KaiC
PF00701,2,2,Dihydrodipicolinate synthetase family
PF13167,2,2,GTP-binding GTPase N-terminal
PF16360,2,2,GTP-binding GTPase Middle Region
PF19275,1,1,HflX C-terminal domain
PF04113,2,1,"Gpi16 subunit, GPI transamidase component"
PF01020,1,0,Ribosomal L40e family
PF07683,8,7,Cobalamin synthesis protein cobW C-terminal domain
PF03998,1,1,Utp11 protein
PF07244,2,1,Surface antigen variable number repeat
PF00398,2,2,Ribosomal RNA adenine dimethylase
PF00573,3,3,Ribosomal protein L4/L1 family
PF15519,1,1,linker between RRM2 and RRM3 domains in RBM39 protein
PF12018,1,1,Domain of unknown function
PF13632,8,9,Glycosyl transferase family group 2
PF04305,3,1,Protein of unknown function (DUF455)
PF02893,2,1,GRAM domain
PF16016,6,4,VAD1 Analog of StAR-related lipid transfer domain
PF10275,5,4,Peptidase C65 Otubain
PF07967,1,0,C3HC zinc finger-like
PF00185,2,2,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"
PF02729,2,2,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain"
PF00416,2,2,Ribosomal protein S13/S18
PF00875,5,3,DNA photolyase
PF05958,2,2,tRNA (Uracil-5-)-methyltransferase
PF09445,3,3,RNA cap guanine-N2 methyltransferase
PF02719,3,4,Polysaccharide biosynthesis protein
PF12638,1,1,Staygreen protein
PF08511,2,1,COQ9
PF00579,4,4,tRNA synthetases class I (W and Y)
PF02516,1,1,Oligosaccharyl transferase STT3 subunit
PF13506,9,10,Glycosyl transferase family 21
PF00237,3,2,Ribosomal protein L22p/L17e
PF04981,1,1,NMD3 family
PF00665,5,0,Integrase core domain
PF13976,5,0,GAG-pre-integrase domain
PF14223,6,0,gag-polypeptide of LTR copia-type
PF03692,3,0,Putative zinc- or iron-chelating domain
PF02683,1,1,Cytochrome C biogenesis protein transmembrane region
PF13386,1,0,Cytochrome C biogenesis protein transmembrane region
PF01300,1,2,Telomere recombination
PF16209,4,2,Phospholipid-translocating ATPase N-terminal
PF16212,6,2,Phospholipid-translocating P-type ATPase C-terminal
PF00861,1,0,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
PF12896,1,1,"Anaphase-promoting complex, cyclosome, subunit 4"
PF00144,5,3,Beta-lactamase
PF00929,7,4,Exonuclease
PF19055,5,4,ABC-2 type transporter
PF00838,1,1,Translationally controlled tumour protein
PF09758,1,1,Uncharacterised conserved protein
PF03796,2,2,DnaB-like helicase C terminal domain
PF13662,1,2,Toprim domain
PF13917,1,0,Zinc knuckle
PF07884,1,1,Vitamin K epoxide reductase family
PF08216,1,1,"Catenin-beta-like, Arm-motif containing nuclear"
PF01380,3,2,SIS domain
PF13537,7,5,Glutamine amidotransferase domain
PF10988,5,4,"Putative auto-transporter adhesin, head GIN domain"
PF01128,1,1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF12804,3,2,MobA-like NTP transferase domain
PF01803,1,1,LIM-domain binding protein
PF08920,1,1,Splicing factor 3B subunit 1
PF08910,1,1,Aida N-terminus
PF14186,2,1,"Axin interactor dorsalisation-associated protein, C-terminal"
PF04801,1,1,RPC5 protein
PF00056,5,3,"lactate/malate dehydrogenase, NAD binding domain"
PF02866,5,3,"lactate/malate dehydrogenase, alpha/beta C-terminal domain"
PF13960,1,5,Domain of unknown function (DUF4218)
PF10230,1,1,Lipid-droplet associated hydrolase
PF01422,1,0,NF-X1 type zinc finger
PF05140,1,1,ResB-like family
PF08213,1,0,"Mitochondrial mRNA-processing protein COX24, C-terminal"
PF05348,1,0,Proteasome maturation factor UMP1
PF01148,2,3,Cytidylyltransferase family
PF08799,2,2,pre-mRNA processing factor 4 (PRP4) like
PF01198,1,1,Ribosomal protein L31e
PF01777,1,1,Ribosomal L27e protein family
PF11718,1,1,Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
PF01925,6,4,Sulfite exporter TauE/SafE
PF00586,3,2,"AIR synthase related protein, N-terminal domain"
PF02769,4,3,"AIR synthase related protein, C-terminal domain"
PF06278,1,1,"Condensin II complex subunit CAP-H2 or CNDH2, N-terminal"
PF16858,1,1,"Condensin II complex subunit CAP-H2 or CNDH2, C-term"
PF01843,3,3,DIL domain
PF02736,1,0,Myosin N-terminal SH3-like domain
PF14379,1,1,"MYB-CC type transfactor, LHEQLE motif"
PF01515,1,1,Phosphate acetyl/butaryl transferase
PF07085,1,1,DRTGG domain
PF00871,1,1,Acetokinase family
PF01649,1,1,Ribosomal protein S20
PF13012,4,3,Maintenance of mitochondrial structure and function
PF02367,1,0,Threonylcarbamoyl adenosine biosynthesis protein TsaE
PF05063,6,5,MT-A70
PF02996,3,2,Prefoldin subunit
PF02182,4,3,SAD/SRA domain
PF07466,1,1,Protein of unknown function (DUF1517)
PF02141,2,2,DENN (AEX-3) domain
PF03456,2,1,uDENN domain
PF06026,2,2,Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
PF01158,1,1,Ribosomal protein L36e
PF12253,1,1,Chromatin assembly factor 1 subunit A
PF03981,1,1,Ubiquinol-cytochrome C chaperone
PF15249,1,0,Conserved region of unknown function on GLTSCR protein
PF00658,2,2,"Poly-adenylate binding protein, unique domain"
PF05603,1,1,Protein of unknown function (DUF775)
PF08016,7,5,Polycystin cation channel
PF00731,2,1,AIR carboxylase
PF07460,2,0,NUMOD3 motif
PF14870,1,1,Photosynthesis system II assembly factor YCF48
PF02347,1,1,Glycine cleavage system P-protein
PF00891,4,1,O-methyltransferase domain
PF00274,3,3,Fructose-bisphosphate aldolase class-I
PF13229,3,3,Right handed beta helix region
PF03371,3,2,PRP38 family
PF02915,1,1,Rubrerythrin
PF00338,3,1,Ribosomal protein S10p/S20e
PF13383,3,2,Methyltransferase domain
PF04724,1,0,Glycosyltransferase family 17
PF01793,2,1,Glycolipid 2-alpha-mannosyltransferase
PF02434,4,3,Fringe-like
PF04646,2,1,"Protein of unknown function, DUF604"
PF05686,8,6,Glycosyl transferase family 90
PF10273,1,0,Pre-rRNA-processing protein TSR2
PF05517,2,2,p25-alpha
PF00037,2,0,4Fe-4S binding domain
PF12838,2,1,4Fe-4S dicluster domain
PF13187,1,0,4Fe-4S dicluster domain
PF13237,2,1,4Fe-4S dicluster domain
PF03619,1,1,Organic solute transporter Ostalpha
PF04063,2,1,Domain of unknown function (DUF383)
PF01018,3,2,GTP1/OBG
PF09269,1,1,Domain of unknown function (DUF1967)
PF00290,2,1,Tryptophan synthase alpha chain
PF03016,2,0,Exostosin family
PF02847,7,3,MA3 domain
PF00839,2,2,Cysteine rich repeat
PF04572,4,1,"Alpha 1,4-glycosyltransferase conserved region"
PF11997,4,1,Domain of unknown function (DUF3492)
PF00890,5,2,FAD binding domain
PF12138,2,3,Spherulation-specific family 4
PF10213,1,0,Mitochondrial ribosomal subunit protein
PF14222,1,0,Cell morphogenesis N-terminal
PF14228,1,0,Cell morphogenesis central region
PF20479,4,0,TMEM128 protein
PF01466,3,3,"Skp1 family, dimerisation domain"
PF10539,6,2,Development and cell death domain
PF01412,6,4,Putative GTPase activating protein for Arf
PF00044,3,3,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
PF02800,3,3,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"
PF00035,1,1,Double-stranded RNA binding motif
PF01975,2,1,Survival protein SurE
PF11835,2,0,RRM-like domain
PF01715,1,1,IPP transferase
PF13899,7,3,Thioredoxin-like
PF00549,4,3,CoA-ligase
PF02629,2,1,CoA binding domain
PF13607,2,1,Succinyl-CoA ligase like flavodoxin domain
PF05631,1,1,"Sugar-tranasporters, 12 TM"
PF07106,1,0,TBPIP/Hop2 winged helix domain
PF03735,1,1,ENT domain
PF04616,3,2,Glycosyl hydrolases family 43
PF03732,4,8,Retrotransposon gag protein
PF00026,1,2,Eukaryotic aspartyl protease
PF00484,4,1,Carbonic anhydrase
PF01532,7,4,Glycosyl hydrolase family 47
PF13934,1,0,Nuclear pore complex assembly
PF01498,8,1,Transposase
PF00328,4,2,Histidine phosphatase superfamily (branch 2)
PF15911,1,0,"WD domain, G-beta repeat"
PF12698,7,4,ABC-2 family transporter protein
PF18306,1,1,SLOG cluster4 family
PF16940,1,1,Chloroplast envelope transporter
PF04012,2,1,PspA/IM30 family
PF08774,1,1,VRR-NUC domain
PF05804,1,1,Kinesin-associated protein (KAP)
PF08293,1,1,Mitochondrial ribosomal subunit S27
PF07444,1,1,Ycf66 protein N-terminus
PF00574,8,8,Clp protease
PF01323,1,1,DSBA-like thioredoxin domain
PF19273,1,1,Exportin-5 family
PF18265,2,1,Nas2 N_terminal domain
PF01733,2,1,Nucleoside transporter
PF08370,12,7,Plant PDR ABC transporter associated
PF14510,4,4,ABC-transporter N-terminal
PF14646,1,0,MYCBP-associated protein family
PF11938,1,0,TLR4 regulator and MIR-interacting MSAP
PF08551,1,1,Eukaryotic integral membrane protein (DUF1751)
PF06220,4,1,U1 zinc finger
PF01786,4,1,Alternative oxidase
PF01026,1,1,TatD related DNase
PF11543,2,1,Nuclear pore localisation protein NPL4
PF05811,1,0,Eukaryotic protein of unknown function (DUF842)
PF01411,2,1,tRNA synthetases class II (A)
PF02272,2,2,DHHA1 domain
PF00830,2,2,Ribosomal L28 family
PF15901,2,1,"Sortilin, neurotensin receptor 3, C-terminal"
PF15902,2,1,"Sortilin, neurotensin receptor 3,"
PF00923,1,1,Transaldolase/Fructose-6-phosphate aldolase
PF07767,1,1,Nop53 (60S ribosomal biogenesis)
PF01145,3,4,SPFH domain / Band 7 family
PF04096,1,1,Nucleoporin autopeptidase
PF12110,1,1,Nuclear protein 96
PF00393,1,1,"6-phosphogluconate dehydrogenase, C-terminal domain"
PF01031,5,3,Dynamin central region
PF02212,3,4,Dynamin GTPase effector domain
PF08585,1,1,RecQ mediated genome instability protein
PF14693,1,1,"Ribosomal protein TL5, C-terminal domain"
PF07859,6,6,alpha/beta hydrolase fold
PF08145,1,1,BOP1NT (NUC169) domain
PF00941,3,3,FAD binding domain in molybdopterin dehydrogenase
PF01315,3,3,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain"
PF01799,3,2,[2Fe-2S] binding domain
PF02738,3,3,Molybdopterin cofactor-binding domain
PF20256,3,3,Molybdopterin cofactor-binding domain
PF01436,2,1,NHL repeat
PF00636,5,5,Ribonuclease III domain
PF14622,3,3,Ribonuclease-III-like
PF02195,2,0,ParB/Sulfiredoxin domain
PF04003,3,3,Dip2/Utp12 Family
PF00352,1,1,"Transcription factor TFIID (or TATA-binding protein, TBP)"
PF07685,1,1,CobB/CobQ-like glutamine amidotransferase domain
PF06703,1,1,Microsomal signal peptidase 25 kDa subunit (SPC25)
PF09834,1,1,Predicted membrane protein (DUF2061)
PF04005,1,1,Hus1-like protein
PF13233,3,2,Complex1_LYR-like
PF00833,1,1,Ribosomal S17
PF01990,1,1,ATP synthase (F/14-kDa) subunit
PF03194,3,2,LUC7 N_terminus
PF02585,1,0,GlcNAc-PI de-N-acetylase
PF08263,6,3,Leucine rich repeat N-terminal domain
PF07052,1,1,Hepatocellular carcinoma-associated antigen 59
PF02184,1,1,HAT (Half-A-TPR) repeat
PF01749,1,1,Importin beta binding domain
PF16186,1,1,Atypical Arm repeat
PF00889,2,2,Elongation factor TS
PF02582,3,3,"RMND1/Sif2-Sif3/Mrx10, DUF155"
PF02498,5,1,"BRO family, N-terminal domain"
PF03029,3,2,Conserved hypothetical ATP binding protein
PF09750,2,2,Alternative splicing regulator
PF02401,1,1,LytB protein
PF00298,3,3,"Ribosomal protein L11, RNA binding domain"
PF03946,3,3,"Ribosomal protein L11, N-terminal domain"
PF08513,4,3,LisH
PF07064,1,1,RIC1
PF05132,1,1,RNA polymerase III RPC4
PF14108,3,2,ABA DEFICIENT 4-like
PF06694,1,1,Plant nuclear matrix protein 1 (NMP1)
PF01851,2,2,Proteasome/cyclosome repeat
PF18004,1,1,26S proteasome regulatory subunit RPN2 C-terminal domain
PF03878,1,1,YIF1
PF18717,6,1,CxC4 like cysteine cluster associated with KDZ transposases
PF13870,2,1,Domain of unknown function (DUF4201)
PF03143,4,3,Elongation factor Tu C-terminal domain
PF00010,5,3,Helix-loop-helix DNA-binding domain
PF01704,2,2,UTP--glucose-1-phosphate uridylyltransferase
PF04072,2,3,Leucine carboxyl methyltransferase
PF02615,1,0,Malate/L-lactate dehydrogenase
PF03540,1,0,Transcription initiation factor TFIID 23-30kDa subunit
PF05623,2,1,Protein of unknown function (DUF789)
PF09783,1,0,Vacuolar import and degradation protein
PF01521,3,1,Iron-sulphur cluster biosynthesis
PF00902,1,0,Sec-independent protein translocase protein (TatC)
PF04097,1,1,Nup93/Nic96
PF14901,1,1,Cleavage inducing molecular chaperone
PF10075,2,1,CSN8/PSMD8/EIF3K family
PF01025,2,2,GrpE
PF11705,1,1,DNA-directed RNA polymerase III subunit Rpc31
PF00984,1,1,"UDP-glucose/GDP-mannose dehydrogenase family, central domain"
PF03720,1,1,"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain"
PF03721,1,1,"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
PF01080,1,1,Presenilin
PF08159,2,2,NUC153 domain
PF06080,2,1,Protein of unknown function (DUF938)
PF01163,3,3,RIO1 family
PF02201,2,2,SWIB/MDM2 domain
PF03214,1,1,Reversibly glycosylated polypeptide
PF00186,2,1,Dihydrofolate reductase
PF00303,2,1,Thymidylate synthase
PF10063,1,1,Uncharacterized integral membrane protein (DUF2301)
PF12325,2,2,TATA element modulatory factor 1 TATA binding
PF12329,1,1,TATA element modulatory factor 1 DNA binding
PF09103,1,1,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
PF15786,1,0,"PET assembly of cytochrome c oxidase, mitochondrial"
PF02875,2,2,"Mur ligase family, glutamate ligase domain"
PF08245,2,2,Mur ligase middle domain
PF02149,1,1,Kinase associated domain 1
PF01226,3,3,Formate/nitrite transporter
PF00181,3,2,"Ribosomal Proteins L2, RNA binding domain"
PF03947,3,2,"Ribosomal Proteins L2, C-terminal domain"
PF01281,2,1,"Ribosomal protein L9, N-terminal domain"
PF13879,2,1,Hemingway/CFA97
PF02297,2,1,Cytochrome oxidase c subunit VIb
PF07802,1,1,GCK domain
PF10497,4,3,Zinc-finger domain of monoamine-oxidase A repressor R1
PF13890,1,1,Rab3 GTPase-activating protein catalytic subunit
PF04839,1,1,Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)
PF00306,2,2,"ATP synthase alpha/beta chain, C terminal domain"
PF02657,2,1,Fe-S metabolism associated domain
PF01416,8,5,tRNA pseudouridine synthase
PF04494,1,1,"WD40 associated region in TFIID subunit, NTD2 domain"
PF10366,2,1,Vacuolar sorting protein 39 domain 1
PF01264,1,1,Chorismate synthase
PF08542,3,3,Replication factor C C-terminal domain
PF05181,2,1,XPA protein C-terminus
PF08450,4,5,SMP-30/Gluconolactonase/LRE-like region
PF03121,2,0,Herpesviridae UL52/UL70 DNA primase
PF01409,2,2,tRNA synthetases class II core domain (F)
PF17759,2,2,Phenylalanyl tRNA synthetase beta chain CLM domain
PF18552,1,1,PheRS DNA binding domain 1
PF18553,1,1,PheRS DNA binding domain 3
PF18554,1,0,PheRS DNA binding domain 2
PF06485,1,0,RNA-binding protein Tab2/Atab2 N terminal
PF20429,1,1,"RNA-binding protein Tab2/Atab2, C terminal"
PF05761,2,2,5' nucleotidase family
PF11790,5,3,Glycosyl hydrolase catalytic core
PF00709,1,0,Adenylosuccinate synthetase
PF00297,1,1,Ribosomal protein L3
PF03179,1,1,Vacuolar (H+)-ATPase G subunit
PF00333,3,3,"Ribosomal protein S5, N-terminal domain"
PF03719,3,3,"Ribosomal protein S5, C-terminal domain"
PF04258,3,3,Signal peptide peptidase
PF01699,5,4,Sodium/calcium exchanger protein
PF06127,1,1,2-hydroxy-palmitic acid dioxygenase Mpo1-like
PF01106,4,3,NifU-like domain
PF08712,2,1,Scaffold protein Nfu/NifU N terminal
PF04099,3,2,Sybindin-like family
PF04628,3,3,"Sedlin, N-terminal conserved region"
PF12756,1,1,C2H2 type zinc-finger (2 copies)
PF03405,2,1,Fatty acid desaturase
PF13558,1,1,"SbcC/RAD50-like, Walker B motif"
PF00591,1,1,"Glycosyl transferase family, a/b domain"
PF02885,1,1,"Glycosyl transferase family, helical bundle domain"
PF08597,1,1,Translation initiation factor eIF3 subunit
PF04153,2,1,NOT2 / NOT3 / NOT5 family
PF10595,1,1,Uncharacterised protein family UPF0564
PF08825,1,1,E2 binding domain
PF02537,1,1,"CrcB-like protein, Camphor Resistance (CrcB)"
PF01717,1,1,"Cobalamin-independent synthase, Catalytic domain"
PF08267,1,1,"Cobalamin-independent synthase, N-terminal domain"
PF06105,2,0,Aph-1 protein
PF03966,2,1,Trm112p-like protein
PF02269,1,0,"Transcription initiation factor IID, 18kD subunit"
PF05764,1,1,YL1 nuclear protein
PF08265,1,1,YL1 nuclear protein C-terminal domain
PF11523,1,1,Protein of unknown function (DUF3223)
PF17875,1,0,RPA43 OB domain in RNA Pol I
PF04034,1,0,"Ribosome biogenesis protein, C-terminal"
PF04068,2,1,"Possible Fer4-like domain in RNase L inhibitor, RLI"
PF05057,2,2,Putative serine esterase (DUF676)
PF12394,1,0,Protein FAM135
PF12537,1,1,The Golgi pH Regulator (GPHR) Family N-terminal
PF03441,3,2,FAD binding domain of DNA photolyase
PF07484,1,1,Phage Tail Collar Domain
PF02089,1,1,Palmitoyl protein thioesterase
PF13515,8,4,Fusaric acid resistance protein-like
PF00925,3,2,GTP cyclohydrolase II
PF00926,1,1,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
PF16491,1,1,"CAAX prenyl protease N-terminal, five membrane helices"
PF14738,1,1,Cilia- and flagella-associated protein 91
PF13565,6,0,Homeodomain-like domain
PF00958,1,1,GMP synthase C terminal domain
PF03330,5,4,Lytic transglycolase
PF01424,3,3,R3H domain
PF12576,2,1,Protein of unknown function (DUF3754)
PF10237,1,1,Probable N6-adenine methyltransferase
PF02548,1,1,Ketopantoate hydroxymethyltransferase
PF08557,1,1,Sphingolipid Delta4-desaturase (DES)
PF02910,2,2,Fumarate reductase flavoprotein C-term
PF04199,1,1,Putative cyclase
PF00759,5,5,Glycosyl hydrolase family 9
PF00684,4,3,DnaJ central domain
PF08327,1,1,Activator of Hsp90 ATPase homolog 1-like protein
PF02186,1,1,TFIIE beta subunit core domain
PF18121,1,1,TFA2 Winged helix domain 2
PF00164,1,2,Ribosomal protein S12/S23
PF07946,1,1,PAT complex subunit CCDC47
PF16656,10,7,"Purple acid Phosphatase, N-terminal domain"
PF04114,1,0,"Gaa1-like, GPI transamidase component"
PF01509,2,1,TruB family pseudouridylate synthase (N terminal domain)
PF16198,2,2,tRNA pseudouridylate synthase B C-terminal domain
PF08211,1,1,Cytidine and deoxycytidylate deaminase zinc-binding region
PF10699,1,1,Male gamete fusion factor
PF12850,3,2,Calcineurin-like phosphoesterase superfamily domain
PF13638,5,2,PIN domain
PF20102,3,2,Family of unknown function (DUF6492)
PF10551,1,2,MULE transposase domain
PF01125,1,1,G10 protein
PF01549,4,2,ShK domain-like
PF12265,3,3,Histone-binding protein RBBP4 or subunit C of CAF1 complex
PF01363,2,1,FYVE zinc finger
PF04366,2,2,Las17-binding protein actin regulator
PF05011,2,1,"Lariat debranching enzyme, C-terminal domain"
PF03070,1,2,TENA/THI-4/PQQC family
PF03457,2,2,Helicase associated domain
PF09296,1,1,NADH pyrophosphatase-like rudimentary NUDIX domain
PF09297,1,0,NADH pyrophosphatase zinc ribbon domain
PF06888,4,2,Putative Phosphatase
PF17753,1,1,Ig-fold domain
PF02341,1,1,RbcX protein
PF19303,2,2,Anticodon binding domain of methionyl tRNA ligase
PF08519,3,1,Replication factor RFC1 C terminal domain
PF00278,3,3,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain"
PF01536,1,1,Adenosylmethionine decarboxylase
PF02784,3,3,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"
PF01967,1,1,MoaC family
PF14226,5,4,non-haem dioxygenase in morphine synthesis N-terminal
PF00268,2,2,"Ribonucleotide reductase, small chain"
PF01048,2,1,Phosphorylase superfamily
PF16403,3,2,Domain of unknown function (DUF5011)
PF02938,1,1,GAD domain
PF14953,1,0,Domain of unknown function (DUF4504)
PF06320,1,1,GCN5-like protein 1 (GCN5L1)
PF08317,1,1,Spc7 kinetochore protein
PF00203,1,1,Ribosomal protein S19
PF10998,4,3,Protein of unknown function (DUF2838)
PF05996,1,1,Ferredoxin-dependent bilin reductase
PF04424,1,1,MINDY deubiquitinase
PF01077,3,2,Nitrite and sulphite reductase 4Fe-4S domain
PF03460,3,2,Nitrite/Sulfite reductase ferredoxin-like half domain
PF09186,1,0,Domain of unknown function (DUF1949)
PF01039,2,2,Carboxyl transferase domain
PF00626,2,2,Gelsolin repeat
PF04810,5,3,Sec23/Sec24 zinc finger
PF04811,5,4,Sec23/Sec24 trunk domain
PF08033,4,3,Sec23/Sec24 beta-sandwich domain
PF00265,2,1,Thymidine kinase
PF08560,1,0,Protein of unknown function (DUF1757)
PF12068,1,1,Rab-binding domain (RBD)
PF00810,2,1,ER lumen protein retaining receptor
PF18027,4,3,Cytosolic carboxypeptidase N-terminal domain
PF12311,1,0,Protein of unknown function (DUF3632)
PF12460,1,1,RNAPII transcription regulator C-terminal
PF14500,1,1,Dos2-interacting transcription regulator of RNA-Pol-II
PF08032,1,0,RNA 2'-O ribose methyltransferase substrate binding
PF04406,3,0,Type IIB DNA topoisomerase
PF02391,1,0,MoaE protein
PF04065,1,0,"Not1 N-terminal domain, CCR4-Not complex component"
