GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
GTX0536PRED_008999	GTX0536_12:164390-172972	+	906	hypothetical protein													
GTX0536PRED_008999	GTX0536_12:164390-171980	+	591	hypothetical protein													
GTX0536PRED_009000	GTX0536_12:172790-173698	-	141	hypothetical protein													
GTX0536PRED_009001	GTX0536_12:175165-176395	-	277	hypothetical protein													
GTX0536PRED_009001	GTX0536_12:175165-176372	-	264	hypothetical protein													
GTX0536PRED_009002	GTX0536_12:179297-179850	-	143	hypothetical protein													
GTX0536PRED_009003	GTX0536_12:180831-193584	+	1533	hypothetical protein											GO:0016021 membrane; GO:0005524 ATP binding; GO:0140359 ABC-type transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_009004	GTX0536_12:194534-200758	-	887	hypothetical protein													
GTX0536PRED_009005	GTX0536_12:201080-208618	+	1002	hypothetical protein											GO:0033557 Slx1-Slx4 complex; GO:0017108 5'-flap endonuclease activity; GO:0006281 DNA repair		
GTX0536PRED_009006	GTX0536_12:209362-210265	-	153	hypothetical protein													
GTX0536PRED_012657	GTX0536_12:213955-215307	+	309	hypothetical protein													
GTX0536PRED_009007	GTX0536_12:215908-216391	-	138	hypothetical protein													
GTX0536PRED_009008	GTX0536_12:218044-226800	-	536	hypothetical protein											GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
GTX0536PRED_009009	GTX0536_12:232463-236484	-	301	hypothetical protein											GO:0003724 RNA helicase activity		
GTX0536PRED_009010	GTX0536_12:236919-241745	+	614	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009011	GTX0536_12:243193-245782	+	655	hypothetical protein											GO:0003924 GTPase activity; GO:0005525 GTP binding		
GTX0536PRED_009012	GTX0536_12:246844-255894	+	900	hypothetical protein											GO:0016192 vesicle-mediated transport		
GTX0536PRED_009012	GTX0536_12:247038-255894	+	870	hypothetical protein											GO:0016192 vesicle-mediated transport		
GTX0536PRED_009012	GTX0536_12:247340-255894	+	804	hypothetical protein											GO:0016192 vesicle-mediated transport		
GTX0536PRED_009013	GTX0536_12:258320-260942	-	405	hypothetical protein													
GTX0536PRED_009014	GTX0536_12:261866-262716	-	140	hypothetical protein													
GTX0536PRED_009015	GTX0536_12:262948-263532	-	92	hypothetical protein													
GTX0536PRED_009016	GTX0536_12:264747-269384	+	564	hypothetical protein													
GTX0536PRED_009016	GTX0536_12:265685-269384	+	483	hypothetical protein													
GTX0536PRED_009017	GTX0536_12:269896-273871	-	357	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_009018	GTX0536_12:274296-274706	-	67	hypothetical protein											GO:0016021 membrane; GO:0033617 mitochondrial cytochrome c oxidase assembly		
GTX0536PRED_009019	GTX0536_12:276005-278447	+	297	hypothetical protein													
GTX0536PRED_012658	GTX0536_12:284706-314654	+	3109	Dynein heavy chain 7, axonemal											GO:0030286 dynein complex; GO:0008569 minus-end-directed microtubule motor activity; GO:0007018 microtubule-based movement		
GTX0536PRED_012658	GTX0536_12:309278-311573	+	238	Dynein heavy chain 7, axonemal, variant 2											GO:0030286 dynein complex; GO:0008569 minus-end-directed microtubule motor activity; GO:0007018 microtubule-based movement		
GTX0536PRED_009020	GTX0536_12:317986-321393	-	1109	hypothetical protein													
GTX0536PRED_009021	GTX0536_12:322627-324488	-	399	hypothetical protein													
GTX0536PRED_009021	GTX0536_12:322893-324488	-	421	hypothetical protein													
GTX0536PRED_009021	GTX0536_12:322945-324488	-	355	hypothetical protein													
GTX0536PRED_009022	GTX0536_12:328884-334763	-	595	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009023	GTX0536_12:334948-338902	+	428	hypothetical protein													
GTX0536PRED_009024	GTX0536_12:339313-341053	-	196	hypothetical protein													
GTX0536PRED_009025	GTX0536_12:341948-342613	-	145	hypothetical protein											GO:0009512 cytochrome b6f complex; GO:0045158 electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity; GO:0017004 cytochrome complex assembly		
GTX0536PRED_009026	GTX0536_12:344052-344682	+	145	hypothetical protein													
GTX0536PRED_009027	GTX0536_12:345958-347007	-	288	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_009028	GTX0536_12:347998-350377	-	335	hypothetical protein											GO:0008168 methyltransferase activity; GO:0032259 methylation		
GTX0536PRED_009029	GTX0536_12:352284-353515	-	171	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_012659	GTX0536_12:354311-357790	-	440	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009030	GTX0536_12:358288-360922	+	317	hypothetical protein											GO:0005515 protein binding; GO:0033014 tetrapyrrole biosynthetic process; GO:0015995 chlorophyll biosynthetic process		
GTX0536PRED_009031	GTX0536_12:361702-363499	-	559	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_009032	GTX0536_12:363979-368257	+	396	hypothetical protein											GO:0031390 Ctf18 RFC-like complex; GO:0007064 mitotic sister chromatid cohesion		
GTX0536PRED_009032	GTX0536_12:363979-367298	+	329	hypothetical protein											GO:0031390 Ctf18 RFC-like complex; GO:0007064 mitotic sister chromatid cohesion		
GTX0536PRED_009033	GTX0536_12:368575-374752	-	558	hypothetical protein											GO:0016791 phosphatase activity; GO:0004722 protein serine/threonine phosphatase activity; GO:0043169 cation binding; GO:0006470 protein dephosphorylation		
GTX0536PRED_009034	GTX0536_12:376417-380683	+	360	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_009035	GTX0536_12:381347-384296	+	423	hypothetical protein											GO:0003995 acyl-CoA dehydrogenase activity; GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors; GO:0050660 flavin adenine dinucleotide binding		
GTX0536PRED_009036	GTX0536_12:385130-390365	+	608	hypothetical protein													
GTX0536PRED_009037	GTX0536_12:391223-391941	-	145	hypothetical protein													
GTX0536PRED_009038	GTX0536_12:393945-400199	-	686	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity		
GTX0536PRED_009038	GTX0536_12:393945-399777	-	597	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity		
GTX0536PRED_009039	GTX0536_12:400805-402495	+	260	hypothetical protein													
GTX0536PRED_009040	GTX0536_12:403177-406519	-	454	hypothetical protein											GO:0031515 tRNA (m1A) methyltransferase complex; GO:0016429 tRNA (adenine-N1-)-methyltransferase activity; GO:0030488 tRNA methylation		
GTX0536PRED_009042	GTX0536_12:406886-416590	+	1106	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009043	GTX0536_12:420198-422161	+	265	hypothetical protein													
GTX0536PRED_009043	GTX0536_12:420315-422161	+	226	hypothetical protein													
GTX0536PRED_009044	GTX0536_12:422915-427827	+	439	hypothetical protein													
GTX0536PRED_009045	GTX0536_12:428655-429085	-	114	hypothetical protein											GO:0048188 Set1C/COMPASS complex; GO:0044666 MLL3/4 complex		
GTX0536PRED_009046	GTX0536_12:430062-437093	-	1010	hypothetical protein											GO:0005515 protein binding; GO:0051321 meiotic cell cycle		
GTX0536PRED_009047	GTX0536_12:437469-439342	+	385	hypothetical protein											GO:0004672 protein kinase activity		
GTX0536PRED_009048	GTX0536_12:439628-449006	+	775	Pyrophosphate-energized vacuolar membrane proton pump 1											GO:0016020 membrane; GO:0009678 pyrophosphate hydrolysis-driven proton transmembrane transporter activity; GO:0004427 inorganic diphosphate phosphatase activity; GO:1902600 proton transmembrane transport		
GTX0536PRED_009049	GTX0536_12:451064-451516	+	103	hypothetical protein													
GTX0536PRED_009050	GTX0536_12:452487-458212	-	810	hypothetical protein											GO:0005509 calcium ion binding		
GTX0536PRED_009050	GTX0536_12:452487-457403	-	631	hypothetical protein											GO:0005509 calcium ion binding		
GTX0536PRED_009051	GTX0536_12:459405-465933	-	623	hypothetical protein											GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0015205 nucleobase transmembrane transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_009052	GTX0536_12:466959-472426	+	691	hypothetical protein											GO:0005929 cilium; GO:0036158 outer dynein arm assembly; GO:0003341 cilium movement		
GTX0536PRED_009053	GTX0536_12:472950-486665	+	1100	hypothetical protein											GO:1990939 microtubule motor activity; GO:0005524 ATP binding; GO:0003777 microtubule motor activity; GO:0008017 microtubule binding; GO:0007018 microtubule-based movement		
GTX0536PRED_009053	GTX0536_12:472950-484567	+	847	hypothetical protein											GO:1990939 microtubule motor activity; GO:0005524 ATP binding; GO:0003777 microtubule motor activity; GO:0008017 microtubule binding; GO:0007018 microtubule-based movement		
GTX0536PRED_009054	GTX0536_12:487926-492167	-	414	hypothetical protein											GO:0016787 hydrolase activity		
GTX0536PRED_009055	GTX0536_12:496520-512498	+	1759	hypothetical protein											GO:0016021 membrane; GO:0005524 ATP binding; GO:0140359 ABC-type transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_009056	GTX0536_12:514300-518315	-	395	hypothetical protein													
GTX0536PRED_009057	GTX0536_12:520521-522060	+	250	hypothetical protein											GO:0008234 cysteine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_009058	GTX0536_12:523058-525412	-	442	hypothetical protein													
GTX0536PRED_009059	GTX0536_12:525661-530032	+	920	hypothetical protein													
GTX0536PRED_009059	GTX0536_12:525661-529170	+	832	hypothetical protein													
GTX0536PRED_009060	GTX0536_12:530533-531109	+	80	hypothetical protein													
GTX0536PRED_009062	GTX0536_12:533984-534794	+	174	hypothetical protein													
GTX0536PRED_009062	GTX0536_12:533984-534725	+	159	hypothetical protein													
GTX0536PRED_009063	GTX0536_12:535581-547309	-	1355	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0004712 protein serine/threonine/tyrosine kinase activity; GO:0006468 protein phosphorylation; GO:0007093 mitotic cell cycle checkpoint signaling; GO:0051304 chromosome separation		
GTX0536PRED_009064	GTX0536_12:547760-548574	+	179	hypothetical protein													
GTX0536PRED_009065	GTX0536_12:549434-550960	+	267	hypothetical protein											GO:0016791 phosphatase activity; GO:0008138 protein tyrosine/serine/threonine phosphatase activity; GO:0006470 protein dephosphorylation; GO:0016311 dephosphorylation		
GTX0536PRED_009066	GTX0536_12:551652-561503	-	801	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_009067	GTX0536_12:561688-562399	+	206	hypothetical protein													
GTX0536PRED_009068	GTX0536_12:564601-565713	+	141	hypothetical protein													
GTX0536PRED_009069	GTX0536_12:565769-566339	+	99	hypothetical protein											GO:0003678 DNA helicase activity; GO:0006281 DNA repair; GO:0000723 telomere maintenance		
GTX0536PRED_009070	GTX0536_12:571452-575028	+	499	hypothetical protein											GO:0004725 protein tyrosine phosphatase activity; GO:0007275 multicellular organism development		
GTX0536PRED_009071	GTX0536_12:579503-587797	-	519	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0004351 glutamate decarboxylase activity; GO:0016830 carbon-carbon lyase activity; GO:0019752 carboxylic acid metabolic process; GO:0006536 glutamate metabolic process		
GTX0536PRED_009072	GTX0536_12:589072-590038	-	207	hypothetical protein													
GTX0536PRED_009073	GTX0536_12:590641-593390	-	396	hypothetical protein													
GTX0536PRED_012660	GTX0536_12:594393-595059	+	168	hypothetical protein													
GTX0536PRED_012660	GTX0536_12:594611-595059	+	127	hypothetical protein													
GTX0536PRED_009074	GTX0536_12:596243-603491	+	628	hypothetical protein											GO:0005634 nucleus; GO:0043564 Ku70:Ku80 complex; GO:0003677 DNA binding; GO:0003684 damaged DNA binding; GO:0003678 DNA helicase activity; GO:0042162 telomeric DNA binding; GO:0000723 telomere maintenance; GO:0006303 double-strand break repair via nonhomologous end joining		
GTX0536PRED_009074	GTX0536_12:596418-603491	+	586	hypothetical protein											GO:0005634 nucleus; GO:0043564 Ku70:Ku80 complex; GO:0003677 DNA binding; GO:0003684 damaged DNA binding; GO:0003678 DNA helicase activity; GO:0042162 telomeric DNA binding; GO:0000723 telomere maintenance; GO:0006303 double-strand break repair via nonhomologous end joining		
GTX0536PRED_009074	GTX0536_12:596497-603491	+	582	hypothetical protein											GO:0005634 nucleus; GO:0043564 Ku70:Ku80 complex; GO:0003677 DNA binding; GO:0003684 damaged DNA binding; GO:0003678 DNA helicase activity; GO:0042162 telomeric DNA binding; GO:0000723 telomere maintenance; GO:0006303 double-strand break repair via nonhomologous end joining		
GTX0536PRED_009074	GTX0536_12:596569-603491	+	558	hypothetical protein											GO:0005634 nucleus; GO:0043564 Ku70:Ku80 complex; GO:0003677 DNA binding; GO:0003684 damaged DNA binding; GO:0003678 DNA helicase activity; GO:0042162 telomeric DNA binding; GO:0000723 telomere maintenance; GO:0006303 double-strand break repair via nonhomologous end joining		
GTX0536PRED_009075	GTX0536_12:604387-607612	+	629	hypothetical protein													
GTX0536PRED_009076	GTX0536_12:608403-611694	-	398	hypothetical protein											GO:0004853 uroporphyrinogen decarboxylase activity; GO:0006779 porphyrin-containing compound biosynthetic process		
GTX0536PRED_009077	GTX0536_12:611935-613679	+	189	hypothetical protein													
GTX0536PRED_009078	GTX0536_12:614842-615620	-	221	hypothetical protein													
GTX0536PRED_009079	GTX0536_12:616056-618022	-	324	hypothetical protein											GO:0004425 indole-3-glycerol-phosphate synthase activity; GO:0003824 catalytic activity		
GTX0536PRED_009080	GTX0536_12:619042-620900	+	320	hypothetical protein											GO:0003677 DNA binding; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_009081	GTX0536_12:621482-645581	-	3008	hypothetical protein											GO:1990939 microtubule motor activity; GO:0005524 ATP binding; GO:0008017 microtubule binding; GO:0003777 microtubule motor activity; GO:0005515 protein binding; GO:0007018 microtubule-based movement		
GTX0536PRED_009082	GTX0536_12:647528-648665	+	241	hypothetical protein													
GTX0536PRED_009083	GTX0536_12:649640-651323	+	248	hypothetical protein													
GTX0536PRED_009084	GTX0536_12:652180-654856	-	314	hypothetical protein													
GTX0536PRED_009085	GTX0536_12:655577-661740	+	767	hypothetical protein													
GTX0536PRED_009086	GTX0536_12:661952-663460	+	283	hypothetical protein													
GTX0536PRED_009087	GTX0536_12:664581-669473	-	397	hypothetical protein											GO:0009507 chloroplast; GO:0080085 signal recognition particle, chloroplast targeting; GO:0005515 protein binding; GO:0009416 response to light stimulus; GO:0045038 protein import into chloroplast thylakoid membrane		
GTX0536PRED_009088	GTX0536_12:670097-678074	+	655	hypothetical protein											GO:0005777 peroxisome; GO:0071949 FAD binding; GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors; GO:0003997 acyl-CoA oxidase activity; GO:0006635 fatty acid beta-oxidation; GO:0006631 fatty acid metabolic process		
GTX0536PRED_009089	GTX0536_12:678704-679779	+	266	hypothetical protein													
GTX0536PRED_009090	GTX0536_12:681002-683889	-	358	hypothetical protein											GO:0008233 peptidase activity		
GTX0536PRED_009091	GTX0536_12:685122-687124	-	291	hypothetical protein													
GTX0536PRED_009092	GTX0536_12:687507-693739	+	700	hypothetical protein											GO:0005525 GTP binding		
GTX0536PRED_009093	GTX0536_12:695752-696965	-	237	hypothetical protein											GO:1903259 exon-exon junction complex disassembly		
GTX0536PRED_009094	GTX0536_12:697296-703294	-	482	hypothetical protein													
GTX0536PRED_009095	GTX0536_12:704493-704910	-	106	hypothetical protein													
GTX0536PRED_009096	GTX0536_12:705642-711734	+	550	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009097	GTX0536_12:713176-715479	-	418	hypothetical protein											GO:0051260 protein homooligomerization		
GTX0536PRED_009098	GTX0536_12:719525-720074	-	182	hypothetical protein													
GTX0536PRED_009099	GTX0536_12:722784-728979	-	587	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0004794 L-threonine ammonia-lyase activity; GO:0006520 amino acid metabolic process; GO:0009097 isoleucine biosynthetic process		
GTX0536PRED_009100	GTX0536_12:729368-732528	+	411	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009101	GTX0536_12:733187-735013	+	281	hypothetical protein													
GTX0536PRED_009102	GTX0536_12:735238-736846	-	507	hypothetical protein											GO:0016021 membrane; GO:0055085 transmembrane transport		
GTX0536PRED_009103	GTX0536_12:741749-743150	+	224	hypothetical protein													
GTX0536PRED_009104	GTX0536_12:745246-747244	-	294	hypothetical protein													
GTX0536PRED_009105	GTX0536_12:748879-751308	+	330	hypothetical protein													
GTX0536PRED_009106	GTX0536_12:751793-752570	-	141	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009107	GTX0536_12:752858-754055	+	221	hypothetical protein													
GTX0536PRED_009108	GTX0536_12:755085-757264	-	375	hypothetical protein											GO:0019211 phosphatase activator activity		
GTX0536PRED_009108	GTX0536_12:755897-757264	-	332	hypothetical protein											GO:0019211 phosphatase activator activity		
GTX0536PRED_009109	GTX0536_12:757955-761320	+	422	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009110	GTX0536_12:762271-762765	-	118	hypothetical protein													
GTX0536PRED_009111	GTX0536_12:763699-767090	-	351	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009112	GTX0536_12:767503-769498	+	358	hypothetical protein													
GTX0536PRED_009113	GTX0536_12:770734-774066	-	322	hypothetical protein													
GTX0536PRED_009114	GTX0536_12:775573-782871	+	1014	hypothetical protein													
GTX0536PRED_009115	GTX0536_12:785325-787043	-	266	hypothetical protein													
GTX0536PRED_009115	GTX0536_12:785434-787043	-	197	hypothetical protein													
GTX0536PRED_009116	GTX0536_12:787346-805148	+	1619	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009117	GTX0536_12:806236-807926	-	449	hypothetical protein													
GTX0536PRED_009118	GTX0536_12:809032-812376	+	579	hypothetical protein											GO:0016020 membrane; GO:0005247 voltage-gated chloride channel activity; GO:0006821 chloride transport; GO:0055085 transmembrane transport		
GTX0536PRED_009119	GTX0536_12:813579-816826	-	402	hypothetical protein													
GTX0536PRED_009120	GTX0536_12:817482-820173	+	367	hypothetical protein											GO:0016791 phosphatase activity; GO:0043169 cation binding		
GTX0536PRED_009121	GTX0536_12:823082-823409	-	108	hypothetical protein													
GTX0536PRED_009122	GTX0536_12:823893-828244	+	434	hypothetical protein													
GTX0536PRED_009123	GTX0536_12:828759-833752	-	565	hypothetical protein											GO:0016020 membrane; GO:0005315 inorganic phosphate transmembrane transporter activity; GO:0006817 phosphate ion transport		
GTX0536PRED_009124	GTX0536_12:835509-840475	-	578	hypothetical protein											GO:0016020 membrane; GO:0005315 inorganic phosphate transmembrane transporter activity; GO:0006817 phosphate ion transport		
GTX0536PRED_009125	GTX0536_12:841273-846481	-	518	hypothetical protein											GO:0016020 membrane; GO:0005315 inorganic phosphate transmembrane transporter activity; GO:0006817 phosphate ion transport		
GTX0536PRED_009126	GTX0536_12:846656-847813	-	262	hypothetical protein													
GTX0536PRED_009127	GTX0536_12:847992-848908	+	113	hypothetical protein											GO:0006120 mitochondrial electron transport, NADH to ubiquinone		
GTX0536PRED_009128	GTX0536_12:849918-853889	-	400	hypothetical protein											GO:0003676 nucleic acid binding; GO:0045292 mRNA cis splicing, via spliceosome		
GTX0536PRED_009129	GTX0536_12:854948-857761	-	378	hypothetical protein											GO:0016787 hydrolase activity; GO:0016812 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides; GO:0004151 dihydroorotase activity; GO:0019856 pyrimidine nucleobase biosynthetic process		
GTX0536PRED_009129	GTX0536_12:854948-857484	-	306	hypothetical protein											GO:0016787 hydrolase activity; GO:0016812 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides; GO:0004151 dihydroorotase activity; GO:0019856 pyrimidine nucleobase biosynthetic process		
GTX0536PRED_009130	GTX0536_12:858278-860871	+	305	hypothetical protein											GO:0008180 COP9 signalosome; GO:0008237 metallopeptidase activity; GO:0070122; GO:0005515 protein binding; GO:0000338 protein deneddylation		
GTX0536PRED_009131	GTX0536_12:861762-863031	+	317	hypothetical protein													
GTX0536PRED_009132	GTX0536_12:864094-865269	+	216	hypothetical protein													
GTX0536PRED_009133	GTX0536_12:865339-865774	+	144	hypothetical protein													
GTX0536PRED_009134	GTX0536_12:866060-879095	-	1048	hypothetical protein													
GTX0536PRED_009135	GTX0536_12:879640-883709	+	382	hypothetical protein											GO:0003723 RNA binding		
GTX0536PRED_009136	GTX0536_12:884690-886134	-	222	hypothetical protein											GO:0051087 protein-folding chaperone binding; GO:0001671 ATPase activator activity; GO:0051259 protein complex oligomerization; GO:0097428 protein maturation by iron-sulfur cluster transfer		
GTX0536PRED_009137	GTX0536_12:886456-887272	+	161	hypothetical protein											GO:0016020 membrane; GO:0032981 mitochondrial respiratory chain complex I assembly		
GTX0536PRED_009138	GTX0536_12:891516-906709	-	1361	hypothetical protein													
GTX0536PRED_009138	GTX0536_12:893691-906709	-	1217	hypothetical protein													
GTX0536PRED_009139	GTX0536_12:909232-910662	+	240	hypothetical protein													
GTX0536PRED_009140	GTX0536_12:915575-917207	+	508	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009140	GTX0536_12:916118-917207	+	362	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009141	GTX0536_12:917814-918450	-	160	hypothetical protein													
GTX0536PRED_009142	GTX0536_12:918687-926873	+	664	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009142	GTX0536_12:918760-926873	+	661	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009143	GTX0536_12:927798-931089	-	236	hypothetical protein											GO:0033178 proton-transporting two-sector ATPase complex, catalytic domain; GO:0046961 proton-transporting ATPase activity, rotational mechanism; GO:1902600 proton transmembrane transport		
GTX0536PRED_009144	GTX0536_12:931413-936163	+	578	hypothetical protein													
GTX0536PRED_009145	GTX0536_12:937255-942289	+	713	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0005507 copper ion binding		
GTX0536PRED_009146	GTX0536_12:947416-962808	-	1504	hypothetical protein											GO:0004252 serine-type endopeptidase activity; GO:0008236 serine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_009147	GTX0536_12:963223-965121	+	284	hypothetical protein													
GTX0536PRED_009148	GTX0536_12:965955-967390	+	283	hypothetical protein													
GTX0536PRED_009149	GTX0536_12:969556-973214	-	520	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0006352 DNA-templated transcription initiation; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_009150	GTX0536_12:975048-976017	+	322	hypothetical protein													
GTX0536PRED_009151	GTX0536_12:976968-980864	-	318	hypothetical protein													
GTX0536PRED_009152	GTX0536_12:981119-990029	+	747	hypothetical protein													
GTX0536PRED_009152	GTX0536_12:981119-988314	+	595	hypothetical protein													
GTX0536PRED_009153	GTX0536_12:991239-992156	-	252	hypothetical protein													
GTX0536PRED_009154	GTX0536_12:992573-1006673	+	1383	hypothetical protein											GO:0006351 DNA-templated transcription		
GTX0536PRED_009155	GTX0536_12:1007058-1014228	+	637	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009155	GTX0536_12:1007058-1013697	+	596	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009156	GTX0536_12:1016308-1019061	-	344	Fructose-1,6-bisphosphatase, cytosolic											GO:0016791 phosphatase activity; GO:0042132 fructose 1,6-bisphosphate 1-phosphatase activity; GO:0042578 phosphoric ester hydrolase activity; GO:0005975 carbohydrate metabolic process		
GTX0536PRED_009157	GTX0536_12:1019421-1024421	+	736	hypothetical protein											GO:0003824 catalytic activity; GO:0008270 zinc ion binding; GO:0004518 nuclease activity; GO:0006281 DNA repair		
GTX0536PRED_009158	GTX0536_12:1025044-1030801	-	759	hypothetical protein													
GTX0536PRED_009159	GTX0536_12:1031810-1033236	+	190	hypothetical protein											GO:0008113 peptide-methionine (S)-S-oxide reductase activity		
GTX0536PRED_009160	GTX0536_12:1035783-1038051	+	326	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0016567 protein ubiquitination		
GTX0536PRED_009161	GTX0536_12:1038725-1047799	+	740	hypothetical protein											GO:0004252 serine-type endopeptidase activity; GO:0008236 serine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_009162	GTX0536_12:1048138-1049231	+	182	hypothetical protein											GO:0003755 peptidyl-prolyl cis-trans isomerase activity; GO:0000413 protein peptidyl-prolyl isomerization		
GTX0536PRED_009163	GTX0536_12:1049706-1051092	+	116	hypothetical protein													
GTX0536PRED_009164	GTX0536_12:1051962-1062415	+	1015	hypothetical protein													
GTX0536PRED_009165	GTX0536_12:1064432-1065382	-	194	hypothetical protein											GO:0008113 peptide-methionine (S)-S-oxide reductase activity		
GTX0536PRED_009166	GTX0536_12:1065579-1069883	+	603	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009167	GTX0536_12:1072240-1073626	+	297	hypothetical protein													
GTX0536PRED_009168	GTX0536_12:1074927-1076281	-	210	hypothetical protein													
GTX0536PRED_009168	GTX0536_12:1075422-1076281	-	193	hypothetical protein													
GTX0536PRED_009169	GTX0536_12:1077361-1084824	+	586	hypothetical protein											GO:0016021 membrane; GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_009170	GTX0536_12:1085402-1086204	-	228	hypothetical protein													
GTX0536PRED_009171	GTX0536_12:1086713-1088481	-	238	hypothetical protein											GO:0005515 protein binding; GO:0006749 glutathione metabolic process		
GTX0536PRED_009171	GTX0536_12:1086713-1088116	-	169	hypothetical protein											GO:0005515 protein binding; GO:0006749 glutathione metabolic process		
GTX0536PRED_009172	GTX0536_12:1090242-1095095	-	398	hypothetical protein											GO:0008270 zinc ion binding; GO:0004181 metallocarboxypeptidase activity; GO:0006508 proteolysis		
GTX0536PRED_009173	GTX0536_12:1096297-1099271	-	366	hypothetical protein											GO:0051087 protein-folding chaperone binding; GO:0000774 adenyl-nucleotide exchange factor activity; GO:0042803 protein homodimerization activity; GO:0006457 protein folding		
GTX0536PRED_009174	GTX0536_12:1099552-1101243	+	447	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009175	GTX0536_12:1101929-1103134	-	267	hypothetical protein													
GTX0536PRED_009176	GTX0536_12:1103387-1104532	+	359	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009177	GTX0536_12:1105147-1114456	-	1909	hypothetical protein													
GTX0536PRED_009178	GTX0536_12:1116224-1120427	+	373	hypothetical protein													
GTX0536PRED_009178	GTX0536_12:1116452-1120427	+	324	hypothetical protein													
GTX0536PRED_009179	GTX0536_12:1121106-1137241	+	3407	hypothetical protein													
GTX0536PRED_009180	GTX0536_12:1137678-1141432	+	722	hypothetical protein													
GTX0536PRED_009181	GTX0536_12:1143977-1146543	-	380	hypothetical protein													
GTX0536PRED_009182	GTX0536_12:1148433-1151828	+	496	hypothetical protein											GO:0004325 ferrochelatase activity; GO:0006783 heme biosynthetic process		
GTX0536PRED_009183	GTX0536_12:1152789-1179390	-	2176	hypothetical protein											GO:0005680 anaphase-promoting complex		
GTX0536PRED_009184	GTX0536_12:1181649-1182668	+	181	hypothetical protein													
GTX0536PRED_009185	GTX0536_12:1183308-1183678	-	94	hypothetical protein											GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0006412 translation		
GTX0536PRED_009186	GTX0536_12:1184832-1186129	-	161	hypothetical protein													
GTX0536PRED_009187	GTX0536_12:1187461-1190522	-	613	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009187	GTX0536_12:1187886-1190522	-	434	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009188	GTX0536_12:1191011-1192332	+	247	hypothetical protein													
