GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
SL003_007403	scaffold_13:847570-853365	-	571	hypothetical protein											GO:0005737 cytoplasm; GO:0000166 nucleotide binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0004829 threonine-tRNA ligase activity; GO:0005524 ATP binding; GO:0006435 threonyl-tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation; GO:0043039 tRNA aminoacylation		
SL003_007404	scaffold_13:855007-855371	+	91	hypothetical protein													
SL003_007405	scaffold_13:855925-858657	-	368	hypothetical protein													
SL003_007406	scaffold_13:865537-867644	+	315	hypothetical protein											GO:0005515 protein binding		
SL003_007407	scaffold_13:870335-871097	+	174	N(alpha)-acetyltransferase 20, NatB catalytic subunit											GO:0008080 N-acetyltransferase activity		
SL003_007408	scaffold_13:872005-872906	-	172	hypothetical protein													
SL003_007409	scaffold_13:873644-878377	+	531	T-complex protein 1 subunit zeta											GO:0051082 unfolded protein binding; GO:0016887 ATP hydrolysis activity; GO:0005524 ATP binding; GO:0006457 protein folding		
SL003_007410	scaffold_13:880213-888401	-	573	hypothetical protein													
SL003_007411	scaffold_13:888898-889834	+	251	hypothetical protein													
SL003_007412	scaffold_13:889841-895080	-	433	hypothetical protein											GO:0005515 protein binding		
SL003_007413	scaffold_13:897323-914532	-	1317	hypothetical protein											GO:0003724 RNA helicase activity; GO:0003723 RNA binding; GO:0003676 nucleic acid binding; GO:0005524 ATP binding; GO:0006401 RNA catabolic process		
SL003_007414	scaffold_13:916217-916604	+	84	hypothetical protein											GO:0005744 TIM23 mitochondrial import inner membrane translocase complex; GO:0030150 protein import into mitochondrial matrix		
SL003_007415	scaffold_13:917699-923145	-	621	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007416	scaffold_13:930662-935470	-	516	hypothetical protein											GO:0020037 heme binding; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0004497 monooxygenase activity; GO:0005506 iron ion binding		
SL003_007417	scaffold_13:936853-946562	+	1347	hypothetical protein											GO:0003824 catalytic activity		
SL003_007418	scaffold_13:947034-947972	-	183	hypothetical protein											GO:0005525 GTP binding; GO:0003924 GTPase activity		
SL003_007419	scaffold_13:949846-954017	-	318	hypothetical protein													
SL003_007420	scaffold_13:954185-957899	-	396	hypothetical protein													
SL003_007421	scaffold_13:959329-961133	+	300	hypothetical protein													
SL003_007422	scaffold_13:961369-962305	-	183	hypothetical protein											GO:0005515 protein binding		
SL003_007423	scaffold_13:962877-970822	+	836	hypothetical protein											GO:0016020 membrane; GO:0005737 cytoplasm; GO:0004152 dihydroorotate dehydrogenase activity; GO:0003824 catalytic activity; GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors; GO:0006207 'de novo' pyrimidine nucleobase biosynthetic process		
SL003_007424	scaffold_13:971310-984404	-	1115	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0005515 protein binding; GO:0006468 protein phosphorylation		
SL003_007425	scaffold_13:984798-988534	-	269	hypothetical protein													
SL003_007426	scaffold_13:989861-993511	+	362	hypothetical protein													
SL003_007427	scaffold_13:993932-1003278	+	995	hypothetical protein													
SL003_007428	scaffold_13:1003428-1007481	+	504	hypothetical protein													
SL003_007429	scaffold_13:1008405-1012367	-	659	hypothetical protein											GO:0004725 protein tyrosine phosphatase activity; GO:0016791 phosphatase activity; GO:0008138 protein tyrosine/serine/threonine phosphatase activity; GO:0016311 dephosphorylation; GO:0006470 protein dephosphorylation		
SL003_007430	scaffold_13:1013458-1021930	+	765	hypothetical protein											GO:0004072 aspartate kinase activity; GO:0016491 oxidoreductase activity; GO:0050661 NADP binding; GO:0004412 homoserine dehydrogenase activity; GO:0009067 aspartate family amino acid biosynthetic process; GO:0006520 amino acid metabolic process		
SL003_007431	scaffold_13:1029162-1035153	+	451	hypothetical protein													
SL003_007432	scaffold_13:1036084-1041572	-	453	hypothetical protein													
SL003_007433	scaffold_13:1044473-1045437	+	161	hypothetical protein													
SL003_007434	scaffold_13:1050413-1052602	+	316	hypothetical protein											GO:0055085 transmembrane transport; GO:0006862 nucleotide transport		
SL003_007435	scaffold_13:1056697-1058308	-	208	hypothetical protein													
SL003_007436	scaffold_13:1060066-1061889	-	374	hypothetical protein													
SL003_007437	scaffold_13:1069836-1080733	+	869	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0005515 protein binding; GO:0006468 protein phosphorylation		
SL003_007438	scaffold_13:1081370-1086870	-	435	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_007439	scaffold_13:1087656-1102791	+	1143	hypothetical protein											GO:0005515 protein binding		
SL003_007440	scaffold_13:1103450-1105058	-	228	hypothetical protein											GO:0016872 intramolecular lyase activity		
SL003_007441	scaffold_13:1107845-1110684	-	322	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007442	scaffold_13:1112842-1113529	-	153	hypothetical protein													
SL003_007443	scaffold_13:1114446-1118072	+	582	hypothetical protein											GO:0005515 protein binding		
SL003_007444	scaffold_13:1122445-1132647	-	1192	hypothetical protein											GO:1990939 microtubule motor activity; GO:0005515 protein binding; GO:0008017 microtubule binding; GO:0005524 ATP binding; GO:0007018 microtubule-based movement		
SL003_007445	scaffold_13:1135293-1135973	-	134	hypothetical protein											GO:0003755 peptidyl-prolyl cis-trans isomerase activity; GO:0061077 chaperone-mediated protein folding; GO:0000413 protein peptidyl-prolyl isomerization		
SL003_007446	scaffold_13:1136157-1145081	+	1067	hypothetical protein											GO:0032040 small-subunit processome; GO:0006364 rRNA processing		
SL003_007447	scaffold_13:1147761-1151661	+	440	hypothetical protein											GO:0005515 protein binding		
SL003_007448	scaffold_13:1152153-1157210	-	521	hypothetical protein											GO:1990610 acetolactate synthase regulator activity; GO:0009082 branched-chain amino acid biosynthetic process		
SL003_007449	scaffold_13:1160419-1175519	+	1300	hypothetical protein											GO:0016787 hydrolase activity		
SL003_007450	scaffold_13:1176115-1177890	-	242	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007451	scaffold_13:1178619-1184885	-	747	hypothetical protein													
SL003_007452	scaffold_13:1187601-1194752	-	621	hypothetical protein													
SL003_007453	scaffold_13:1195411-1204009	+	631	hypothetical protein											GO:0050660 flavin adenine dinucleotide binding; GO:0016491 oxidoreductase activity; GO:0016668 oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor; GO:0045454 cell redox homeostasis		
SL003_007454	scaffold_13:1205028-1205742	-	128	hypothetical protein													
SL003_007455	scaffold_13:1208055-1209637	-	378	hypothetical protein													
SL003_007456	scaffold_13:1210038-1214176	+	334	hypothetical protein													
SL003_007457	scaffold_13:1214399-1215191	+	216	hypothetical protein													
SL003_007458	scaffold_13:1216002-1220302	+	727	hypothetical protein											GO:0070122; GO:0005515 protein binding; GO:0008237 metallopeptidase activity		
SL003_007459	scaffold_13:1220965-1223429	-	222	hypothetical protein											GO:0016301 kinase activity		
SL003_007460	scaffold_13:1224347-1226996	-	353	hypothetical protein													
SL003_007461	scaffold_13:1227877-1229223	+	214	hypothetical protein											GO:0003935 GTP cyclohydrolase II activity; GO:0009231 riboflavin biosynthetic process		
SL003_007462	scaffold_13:1230233-1232900	+	287	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0047834 D-threo-aldose 1-dehydrogenase activity		
SL003_007463	scaffold_13:1233821-1235525	-	297	hypothetical protein													
SL003_007464	scaffold_13:1235988-1241812	-	692	hypothetical protein											GO:0016021 membrane; GO:0004252 serine-type endopeptidase activity; GO:0006355 regulation of DNA-templated transcription; GO:0006508 proteolysis		
SL003_007465	scaffold_13:1242767-1245759	+	252	hypothetical protein													
SL003_007466	scaffold_13:1246953-1248352	-	206	hypothetical protein											GO:0005525 GTP binding; GO:0003924 GTPase activity; GO:0032482 Rab protein signal transduction		
SL003_007467	scaffold_13:1249121-1250075	+	198	hypothetical protein													
SL003_007468	scaffold_13:1251462-1257394	+	594	hypothetical protein											GO:0005929 cilium; GO:0060271 cilium assembly; GO:0003341 cilium movement		
SL003_007469	scaffold_13:1257737-1260942	+	282	hypothetical protein													
SL003_007470	scaffold_13:1264620-1273690	-	778	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007471	scaffold_13:1278123-1281838	-	474	hypothetical protein													
SL003_007472	scaffold_13:1283044-1290256	-	623	hypothetical protein											GO:0016787 hydrolase activity; GO:0046872 metal ion binding; GO:0003993 acid phosphatase activity		
SL003_007473	scaffold_13:1295831-1297466	+	544	hypothetical protein													
SL003_007474	scaffold_13:1298197-1304511	+	540	hypothetical protein											GO:0003677 DNA binding		
SL003_007475	scaffold_13:1306713-1310932	-	641	hypothetical protein													
SL003_007476	scaffold_13:1312153-1316316	-	598	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_007477	scaffold_13:1320498-1322712	-	198	hypothetical protein											GO:0008173 RNA methyltransferase activity; GO:0003723 RNA binding; GO:0006396 RNA processing		
SL003_007478	scaffold_13:1323996-1325734	+	230	hypothetical protein											GO:0016021 membrane		
SL003_007479	scaffold_13:1326935-1329115	-	273	hypothetical protein											GO:0005779; GO:0016559 peroxisome fission		
SL003_007480	scaffold_13:1331454-1332240	+	83	hypothetical protein													
SL003_007481	scaffold_13:1333279-1342753	-	713	hypothetical protein											GO:0016851 magnesium chelatase activity; GO:0005524 ATP binding; GO:0015995 chlorophyll biosynthetic process		
SL003_007482	scaffold_13:1343584-1351659	+	646	hypothetical protein											GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport; GO:0006857 oligopeptide transport		
SL003_007483	scaffold_13:1352780-1354502	+	211	hypothetical protein													
SL003_007484	scaffold_13:1357464-1360354	+	330	hypothetical protein													
SL003_007485	scaffold_13:1360894-1363608	-	442	hypothetical protein													
SL003_007486	scaffold_13:1364833-1366187	+	198	hypothetical protein											GO:0005634 nucleus; GO:0000775 chromosome, centromeric region; GO:0000278 mitotic cell cycle		
SL003_007487	scaffold_13:1366329-1367556	-	219	hypothetical protein											GO:0016603 glutaminyl-peptide cyclotransferase activity; GO:0005515 protein binding; GO:0017186 peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase		
SL003_007488	scaffold_13:1368477-1382068	+	1731	hypothetical protein											GO:0005643 nuclear pore; GO:0017056 structural constituent of nuclear pore; GO:0003677 DNA binding; GO:0046983 protein dimerization activity; GO:0003899 DNA-directed 5'-3' RNA polymerase activity; GO:0006351 DNA-templated transcription; GO:0006913 nucleocytoplasmic transport		
SL003_007489	scaffold_13:1383861-1384587	-	116	hypothetical protein													
SL003_007490	scaffold_13:1386683-1428938	-	3853	hypothetical protein													
SL003_007491	scaffold_13:1430917-1432650	-	167	hypothetical protein													
SL003_007492	scaffold_13:1436644-1450338	-	1833	hypothetical protein													
SL003_007493	scaffold_13:1451007-1455787	+	427	hypothetical protein											GO:0016020 membrane		
SL003_007494	scaffold_13:1462722-1464733	-	224	hypothetical protein													
SL003_007495	scaffold_13:1474048-1474853	-	242	hypothetical protein													
SL003_007496	scaffold_13:1476394-1496171	+	3125	hypothetical protein											GO:0016757 glycosyltransferase activity		
SL003_007497	scaffold_13:1497428-1499579	-	292	hypothetical protein													
SL003_007498	scaffold_13:1501344-1507843	+	727	hypothetical protein											GO:0004806 triglyceride lipase activity; GO:0006629 lipid metabolic process		
SL003_007499	scaffold_13:1509367-1510066	-	117	hypothetical protein											GO:0003755 peptidyl-prolyl cis-trans isomerase activity; GO:0006457 protein folding; GO:0000413 protein peptidyl-prolyl isomerization		
SL003_007500	scaffold_13:1512197-1512783	+	160	hypothetical protein													
SL003_007501	scaffold_13:1514178-1516811	-	461	hypothetical protein											GO:0005515 protein binding		
SL003_007502	scaffold_13:1517660-1522499	-	633	hypothetical protein													
SL003_007503	scaffold_13:1523450-1527709	+	488	hypothetical protein											GO:0048500 signal recognition particle; GO:0008312 7S RNA binding; GO:0005525 GTP binding; GO:0003924 GTPase activity; GO:0006614 SRP-dependent cotranslational protein targeting to membrane		
SL003_007504	scaffold_13:1529482-1534175	-	853	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007505	scaffold_13:1534949-1537445	+	321	hypothetical protein											GO:0007165 signal transduction		
SL003_007506	scaffold_13:1537850-1543035	-	532	hypothetical protein													
SL003_007507	scaffold_13:1544303-1548080	+	719	hypothetical protein											GO:0003723 RNA binding; GO:0006396 RNA processing		
SL003_007508	scaffold_13:1548309-1549453	+	268	hypothetical protein													
SL003_007509	scaffold_13:1550066-1554887	+	555	hypothetical protein													
SL003_007510	scaffold_13:1556066-1560629	-	347	hypothetical protein											GO:0016020 membrane; GO:0003885 D-arabinono-1,4-lactone oxidase activity; GO:0016899 oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor		
SL003_007511	scaffold_13:1560981-1563305	-	217	hypothetical protein											GO:0050660 flavin adenine dinucleotide binding; GO:0016491 oxidoreductase activity; GO:0071949 FAD binding; GO:0016899 oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor		
SL003_007512	scaffold_13:1564893-1566453	+	519	hypothetical protein													
SL003_007513	scaffold_13:1569025-1574799	+	613	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0004587 ornithine-oxo-acid transaminase activity; GO:0008080 N-acetyltransferase activity; GO:0008483 transaminase activity		
SL003_007514	scaffold_13:1575381-1580336	-	591	hypothetical protein											GO:0043014 alpha-tubulin binding; GO:0005515 protein binding; GO:0006457 protein folding		
SL003_007515	scaffold_13:1582294-1583403	-	183	hypothetical protein													
SL003_007516	scaffold_13:1584067-1585852	+	237	hypothetical protein													
SL003_007517	scaffold_13:1587162-1589740	-	478	hypothetical protein													
SL003_007518	scaffold_13:1591081-1591820	-	77	hypothetical protein													
SL003_007519	scaffold_13:1594205-1596835	+	604	hypothetical protein											GO:0016538 cyclin-dependent protein serine/threonine kinase regulator activity; GO:0006357 regulation of transcription by RNA polymerase II		
SL003_007520	scaffold_13:1597512-1600919	-	467	hypothetical protein											GO:0003824 catalytic activity		
SL003_007521	scaffold_13:1601427-1615563	+	1205	hypothetical protein											GO:0000922 spindle pole; GO:0005815 microtubule organizing center; GO:0043015 gamma-tubulin binding; GO:0007020 microtubule nucleation; GO:0000226 microtubule cytoskeleton organization		
SL003_007522	scaffold_13:1616022-1616433	-	115	hypothetical protein													
SL003_007523	scaffold_13:1620545-1625770	+	495	hypothetical protein													
SL003_007524	scaffold_13:1626573-1631639	+	701	hypothetical protein											GO:0051082 unfolded protein binding; GO:0016887 ATP hydrolysis activity; GO:0005524 ATP binding; GO:0006457 protein folding		
SL003_007525	scaffold_13:1635703-1636438	+	149	hypothetical protein											GO:0000940 outer kinetochore; GO:0005876 spindle microtubule; GO:0008017 microtubule binding; GO:0051301 cell division; GO:0007059 chromosome segregation		
SL003_007526	scaffold_13:1638561-1641417	-	568	hypothetical protein													
SL003_007527	scaffold_13:1641794-1642627	-	152	hypothetical protein											GO:0005509 calcium ion binding		
SL003_007528	scaffold_13:1645498-1647609	-	287	hypothetical protein													
SL003_007529	scaffold_13:1648516-1653258	-	387	hypothetical protein											GO:0004729 oxygen-dependent protoporphyrinogen oxidase activity; GO:0016491 oxidoreductase activity; GO:0006779 porphyrin-containing compound biosynthetic process		
SL003_007530	scaffold_13:1657805-1658794	+	168	hypothetical protein											GO:0016021 membrane; GO:0016192 vesicle-mediated transport		
SL003_007531	scaffold_13:1672001-1672682	+	226	hypothetical protein											GO:0005789 endoplasmic reticulum membrane		
SL003_007532	scaffold_13:1676879-1679990	+	438	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_007533	scaffold_13:1687477-1689915	-	481	hypothetical protein													
SL003_007534	scaffold_13:1690345-1690740	-	84	hypothetical protein													
SL003_007535	scaffold_13:1691912-1693410	-	158	hypothetical protein											GO:0005515 protein binding		
SL003_007536	scaffold_13:1695131-1698102	+	348	hypothetical protein													
SL003_007537	scaffold_13:1698369-1699756	-	278	hypothetical protein													
SL003_007538	scaffold_13:1700002-1707514	+	597	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007539	scaffold_13:1709623-1711572	-	390	hypothetical protein													
SL003_007540	scaffold_13:1711607-1712244	-	125	hypothetical protein													
SL003_007541	scaffold_13:1715770-1716871	-	269	hypothetical protein											GO:0005737 cytoplasm; GO:0051536 iron-sulfur cluster binding; GO:0016226 iron-sulfur cluster assembly		
SL003_007542	scaffold_13:1717410-1723252	+	748	hypothetical protein											GO:0006397 mRNA processing		
SL003_007543	scaffold_13:1723820-1725505	-	371	hypothetical protein											GO:0016020 membrane; GO:0016758 hexosyltransferase activity; GO:0006486 protein glycosylation		
SL003_007544	scaffold_13:1725975-1726537	+	102	hypothetical protein											GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0006412 translation		
SL003_007545	scaffold_13:1727424-1733132	-	432	hypothetical protein											GO:0005096 GTPase activator activity; GO:0016192 vesicle-mediated transport		
SL003_007546	scaffold_13:1733913-1735207	+	241	hypothetical protein											GO:0006457 protein folding		
SL003_007547	scaffold_13:1739627-1743956	+	530	hypothetical protein											GO:0005515 protein binding		
SL003_007548	scaffold_13:1745583-1754348	+	618	hypothetical protein													
SL003_007549	scaffold_13:1754763-1756078	-	254	hypothetical protein													
SL003_007550	scaffold_13:1756597-1761213	+	386	hypothetical protein											GO:0051536 iron-sulfur cluster binding; GO:0008173 RNA methyltransferase activity; GO:0003824 catalytic activity; GO:0070475 rRNA base methylation; GO:0030488 tRNA methylation; GO:0006364 rRNA processing		
SL003_007551	scaffold_13:1762581-1764606	-	351	hypothetical protein											GO:0016020 membrane		
SL003_007552	scaffold_13:1765096-1773807	+	1011	hypothetical protein											GO:1990939 microtubule motor activity; GO:0003777 microtubule motor activity; GO:0008017 microtubule binding; GO:0005524 ATP binding; GO:0007018 microtubule-based movement		
SL003_007553	scaffold_13:1774576-1777415	-	387	hypothetical protein											GO:0000166 nucleotide binding		
SL003_007554	scaffold_13:1778655-1781764	-	387	hypothetical protein											GO:0000166 nucleotide binding		
SL003_007555	scaffold_13:1783806-1784812	+	169	hypothetical protein											GO:0016020 membrane; GO:0042802 identical protein binding; GO:0005267 potassium channel activity; GO:0071805 potassium ion transmembrane transport		
SL003_007556	scaffold_13:1786445-1792190	-	566	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0046872 metal ion binding		
SL003_007557	scaffold_13:1794498-1801833	-	907	hypothetical protein											GO:0016020 membrane; GO:0005247 voltage-gated chloride channel activity; GO:0006821 chloride transport; GO:0055085 transmembrane transport		
SL003_007558	scaffold_13:1802548-1805237	+	370	hypothetical protein											GO:0055085 transmembrane transport		
SL003_007559	scaffold_13:1806175-1806478	-	69	hypothetical protein													
SL003_007560	scaffold_13:1807900-1813799	+	917	hypothetical protein													
SL003_007561	scaffold_13:1813963-1814467	-	146	hypothetical protein													
SL003_007562	scaffold_13:1814515-1816708	+	385	hypothetical protein													
SL003_007563	scaffold_13:1817482-1822282	+	660	hypothetical protein													
SL003_007564	scaffold_13:1822707-1829581	+	1163	hypothetical protein													
SL003_007565	scaffold_13:1830016-1831429	+	298	hypothetical protein											GO:0005634 nucleus; GO:0006325 chromatin organization; GO:0006355 regulation of DNA-templated transcription		
SL003_007566	scaffold_13:1833360-1833602	+	58	hypothetical protein													
SL003_007567	scaffold_13:1833800-1836231	+	268	hypothetical protein													
SL003_007568	scaffold_13:1837414-1847233	+	956	hypothetical protein													
SL003_007569	scaffold_13:1847866-1875856	+	2970	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0019901 protein kinase binding; GO:0043022 ribosome binding; GO:0019887 protein kinase regulator activity; GO:0006417 regulation of translation; GO:0033674 positive regulation of kinase activity		
SL003_007570	scaffold_13:1880131-1883079	-	414	hypothetical protein													
SL003_007571	scaffold_13:1883469-1885837	+	249	hypothetical protein											GO:0004852 uroporphyrinogen-III synthase activity; GO:0006780 uroporphyrinogen III biosynthetic process; GO:0033014 tetrapyrrole biosynthetic process		
SL003_007572	scaffold_13:1889203-1890186	+	279	hypothetical protein													
SL003_007573	scaffold_13:1890476-1894114	+	360	hypothetical protein													
SL003_007574	scaffold_13:1894931-1899178	+	423	hypothetical protein											GO:0030246 carbohydrate binding; GO:0016853 isomerase activity; GO:0003824 catalytic activity; GO:0005975 carbohydrate metabolic process; GO:0019318 hexose metabolic process		
SL003_007575	scaffold_13:1899995-1905608	-	313	hypothetical protein													
SL003_007576	scaffold_13:1908013-1909159	+	381	hypothetical protein											GO:0016020 membrane; GO:0000030 mannosyltransferase activity; GO:0006486 protein glycosylation		
SL003_007577	scaffold_13:1911447-1919915	-	879	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007578	scaffold_13:1919935-1920358	-	140	hypothetical protein													
SL003_007579	scaffold_13:1920429-1929409	+	1145	hypothetical protein													
SL003_007580	scaffold_13:1931048-1945473	-	2065	hypothetical protein													
SL003_007581	scaffold_13:1945662-1955569	-	1597	hypothetical protein											GO:0005515 protein binding		
SL003_007582	scaffold_13:1955893-1959183	-	637	hypothetical protein											GO:0005785 signal recognition particle receptor complex; GO:0005047 signal recognition particle binding; GO:0005525 GTP binding; GO:0003924 GTPase activity; GO:0006614 SRP-dependent cotranslational protein targeting to membrane; GO:0006886 intracellular protein transport		
SL003_007583	scaffold_13:1964857-1965924	+	154	hypothetical protein													
SL003_007584	scaffold_13:1966192-1966945	+	250	hypothetical protein													
SL003_007587	scaffold_13:1992945-1993732	+	159	hypothetical protein											GO:0016407 acetyltransferase activity		
SL003_007588	scaffold_13:1995091-1999756	-	529	hypothetical protein											GO:0003700 DNA-binding transcription factor activity		
SL003_007589	scaffold_13:2002146-2004610	-	375	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0009058 biosynthetic process		
SL003_007590	scaffold_13:2007208-2010130	+	484	hypothetical protein											GO:0031267 small GTPase binding; GO:0005049 nuclear export signal receptor activity; GO:0006886 intracellular protein transport; GO:0006611 protein export from nucleus		
SL003_007591	scaffold_13:2010289-2017127	+	627	Exportin-1											GO:0005049 nuclear export signal receptor activity; GO:0006611 protein export from nucleus		
SL003_007592	scaffold_13:2018419-2020089	+	384	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0046983 protein dimerization activity; GO:0006355 regulation of DNA-templated transcription; GO:0055072		
SL003_007593	scaffold_13:2021140-2023611	-	347	hypothetical protein											GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_007594	scaffold_13:2027467-2029643	+	200	hypothetical protein											GO:0016020 membrane; GO:0016021 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_007595	scaffold_13:2031290-2040770	+	789	hypothetical protein											GO:0016021 membrane; GO:0022857 transmembrane transporter activity; GO:0005509 calcium ion binding; GO:0055085 transmembrane transport		
SL003_007596	scaffold_13:2043357-2046859	-	333	hypothetical protein											GO:0030060 L-malate dehydrogenase activity; GO:0016491 oxidoreductase activity; GO:0003824 catalytic activity; GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0016615 malate dehydrogenase activity; GO:0005975 carbohydrate metabolic process; GO:0006108 malate metabolic process; GO:0019752 carboxylic acid metabolic process		
SL003_007597	scaffold_13:2047209-2048611	-	124	hypothetical protein													
SL003_007598	scaffold_13:2049059-2051216	-	249	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007599	scaffold_13:2053055-2066134	+	1304	hypothetical protein											GO:0005509 calcium ion binding		
SL003_007600	scaffold_13:2066493-2070676	-	554	hypothetical protein													
SL003_007601	scaffold_13:2071855-2075342	-	239	hypothetical protein													
SL003_007602	scaffold_13:2075556-2102953	-	1666	hypothetical protein											GO:0016021 membrane; GO:0015299; GO:0055085 transmembrane transport; GO:0006812 monoatomic cation transport		
SL003_007603	scaffold_13:2104001-2106634	+	423	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0010181 FMN binding; GO:0003824 catalytic activity		
SL003_007604	scaffold_13:2107579-2111049	+	377	hypothetical protein											GO:0030132 clathrin coat of coated pit; GO:0030130 clathrin coat of trans-Golgi network vesicle; GO:0005198 structural molecule activity; GO:0005096 GTPase activator activity; GO:0016192 vesicle-mediated transport; GO:0006886 intracellular protein transport; GO:0000902 cell morphogenesis		
SL003_007605	scaffold_13:2112695-2114252	+	255	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007606	scaffold_13:2117044-2118748	+	284	hypothetical protein													
SL003_007607	scaffold_13:2120199-2127310	-	637	hypothetical protein											GO:0008168 methyltransferase activity; GO:0003824 catalytic activity; GO:0032259 methylation		
SL003_007608	scaffold_13:2128197-2131144	-	346	hypothetical protein											GO:0008176 tRNA (guanine-N7-)-methyltransferase activity; GO:0006400 tRNA modification		
SL003_007609	scaffold_13:2132035-2139136	-	581	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0020037 heme binding; GO:0051536 iron-sulfur cluster binding		
SL003_007610	scaffold_13:2140516-2140939	+	140	hypothetical protein													
SL003_007611	scaffold_13:2142535-2145840	-	387	hypothetical protein													
SL003_007612	scaffold_13:2146181-2148563	-	407	hypothetical protein													
SL003_007613	scaffold_13:2151981-2154936	-	285	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007614	scaffold_13:2157810-2158957	+	234	hypothetical protein											GO:0004109 coproporphyrinogen oxidase activity; GO:0006779 porphyrin-containing compound biosynthetic process		
SL003_007615	scaffold_13:2160324-2161116	-	125	hypothetical protein													
SL003_007616	scaffold_13:2163614-2169423	+	259	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0016668 oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor		
SL003_007617	scaffold_13:2169535-2173008	+	277	hypothetical protein											GO:0050660 flavin adenine dinucleotide binding; GO:0016491 oxidoreductase activity; GO:0045454 cell redox homeostasis		
SL003_007618	scaffold_13:2174254-2176271	-	325	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007619	scaffold_13:2177060-2179213	-	331	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_007620	scaffold_13:2179974-2196896	-	2024	hypothetical protein													
SL003_007621	scaffold_13:2198417-2212149	-	1294	hypothetical protein											GO:0000166 nucleotide binding		
SL003_007622	scaffold_13:2214561-2222897	+	1673	hypothetical protein													
SL003_007623	scaffold_13:2224396-2225043	-	175	hypothetical protein											GO:0051536 iron-sulfur cluster binding; GO:0051537 2 iron, 2 sulfur cluster binding; GO:0009055 electron transfer activity; GO:0022900 electron transport chain		
SL003_007624	scaffold_13:2226456-2235092	+	1065	hypothetical protein											GO:0030248 cellulose binding; GO:0005975 carbohydrate metabolic process		
SL003_007625	scaffold_13:2235706-2239365	+	466	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007626	scaffold_13:2241075-2245813	-	539	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007627	scaffold_13:2246491-2248795	+	320	hypothetical protein													
SL003_007628	scaffold_13:2249747-2253147	-	426	Platinum sensitivity protein											GO:0004311 farnesyltranstransferase activity; GO:0016740 transferase activity; GO:0016765 transferase activity, transferring alkyl or aryl (other than methyl) groups; GO:0009058 biosynthetic process		
